"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Diabetes"	"Diabetes Code"	Births
	"Arkansas"	"05"	"2020"	"2020"	"Yes"	"1"	2624
	"Arkansas"	"05"	"2020"	"2020"	"No"	"2"	32627
	"Arkansas"	"05"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2021"	"2021"	"Yes"	"1"	2829
	"Arkansas"	"05"	"2021"	"2021"	"No"	"2"	33135
	"Arkansas"	"05"	"2022"	"2022"	"Yes"	"1"	2749
	"Arkansas"	"05"	"2022"	"2022"	"No"	"2"	32721
	"Arkansas"	"05"	"2023"	"2023"	"Yes"	"1"	2983
	"Arkansas"	"05"	"2023"	"2023"	"No"	"2"	32280
	"California"	"06"	"2010"	"2010"	"Yes"	"1"	21114
	"California"	"06"	"2010"	"2010"	"No"	"2"	489081
	"California"	"06"	"2011"	"2011"	"Yes"	"1"	24022
	"California"	"06"	"2011"	"2011"	"No"	"2"	478096
	"California"	"06"	"2012"	"2012"	"Yes"	"1"	27914
	"California"	"06"	"2012"	"2012"	"No"	"2"	475837
	"California"	"06"	"2013"	"2013"	"Yes"	"1"	29054
	"California"	"06"	"2013"	"2013"	"No"	"2"	465648
	"California"	"06"	"2014"	"2014"	"Yes"	"1"	31762
	"California"	"06"	"2014"	"2014"	"No"	"2"	471115
	"California"	"06"	"2015"	"2015"	"Yes"	"1"	31162
	"California"	"06"	"2015"	"2015"	"No"	"2"	460585
	"California"	"06"	"2016"	"2016"	"Yes"	"1"	31869
	"California"	"06"	"2016"	"2016"	"No"	"2"	456955
	"California"	"06"	"2017"	"2017"	"Yes"	"1"	33403
	"California"	"06"	"2017"	"2017"	"No"	"2"	438252
	"California"	"06"	"2018"	"2018"	"Yes"	"1"	34335
	"California"	"06"	"2018"	"2018"	"No"	"2"	420576
	"California"	"06"	"2019"	"2019"	"Yes"	"1"	35899
	"California"	"06"	"2019"	"2019"	"No"	"2"	410235
	"California"	"06"	"2019"	"2019"	"Unknown or Not Stated"	"9"	345
	"California"	"06"	"2020"	"2020"	"Yes"	"1"	37834
	"California"	"06"	"2020"	"2020"	"No"	"2"	382206
	"California"	"06"	"2020"	"2020"	"Unknown or Not Stated"	"9"	219
	"California"	"06"	"2021"	"2021"	"Yes"	"1"	39980
	"California"	"06"	"2021"	"2021"	"No"	"2"	380387
	"California"	"06"	"2021"	"2021"	"Unknown or Not Stated"	"9"	241
	"California"	"06"	"2022"	"2022"	"Yes"	"1"	40360
	"California"	"06"	"2022"	"2022"	"No"	"2"	378624
	"California"	"06"	"2022"	"2022"	"Unknown or Not Stated"	"9"	120
	"California"	"06"	"2023"	"2023"	"Yes"	"1"	39692
	"California"	"06"	"2023"	"2023"	"No"	"2"	360234
	"California"	"06"	"2023"	"2023"	"Unknown or Not Stated"	"9"	182
	"Florida"	"12"	"2010"	"2010"	"Yes"	"1"	10892
	"Florida"	"12"	"2010"	"2010"	"No"	"2"	203146
	"Florida"	"12"	"2010"	"2010"	"Unknown or Not Stated"	"9"	552
	"Florida"	"12"	"2011"	"2011"	"Yes"	"1"	12353
	"Florida"	"12"	"2011"	"2011"	"No"	"2"	200190
	"Florida"	"12"	"2011"	"2011"	"Unknown or Not Stated"	"9"	871
	"Florida"	"12"	"2012"	"2012"	"Yes"	"1"	12192
	"Florida"	"12"	"2012"	"2012"	"No"	"2"	200558
	"Florida"	"12"	"2012"	"2012"	"Unknown or Not Stated"	"9"	398
	"Florida"	"12"	"2013"	"2013"	"Yes"	"1"	11464
	"Florida"	"12"	"2013"	"2013"	"No"	"2"	203571
	"Florida"	"12"	"2013"	"2013"	"Unknown or Not Stated"	"9"	372
	"Florida"	"12"	"2014"	"2014"	"Yes"	"1"	11411
	"Florida"	"12"	"2014"	"2014"	"No"	"2"	208245
	"Florida"	"12"	"2014"	"2014"	"Unknown or Not Stated"	"9"	335
	"Florida"	"12"	"2015"	"2015"	"Yes"	"1"	11376
	"Florida"	"12"	"2015"	"2015"	"No"	"2"	212549
	"Florida"	"12"	"2015"	"2015"	"Unknown or Not Stated"	"9"	344
	"Florida"	"12"	"2016"	"2016"	"Yes"	"1"	12139
	"Florida"	"12"	"2016"	"2016"	"No"	"2"	212467
	"Florida"	"12"	"2016"	"2016"	"Unknown or Not Stated"	"9"	416
	"Florida"	"12"	"2017"	"2017"	"Yes"	"1"	13586
	"Florida"	"12"	"2017"	"2017"	"No"	"2"	209540
	"Florida"	"12"	"2017"	"2017"	"Unknown or Not Stated"	"9"	504
	"Florida"	"12"	"2018"	"2018"	"Yes"	"1"	15228
	"Florida"	"12"	"2018"	"2018"	"No"	"2"	205842
	"Florida"	"12"	"2018"	"2018"	"Unknown or Not Stated"	"9"	472
	"Florida"	"12"	"2019"	"2019"	"Yes"	"1"	16036
	"Florida"	"12"	"2019"	"2019"	"No"	"2"	203649
	"Florida"	"12"	"2019"	"2019"	"Unknown or Not Stated"	"9"	317
	"Florida"	"12"	"2020"	"2020"	"Yes"	"1"	16899
	"Florida"	"12"	"2020"	"2020"	"No"	"2"	192478
	"Florida"	"12"	"2020"	"2020"	"Unknown or Not Stated"	"9"	294
	"Florida"	"12"	"2021"	"2021"	"Yes"	"1"	17623
	"Florida"	"12"	"2021"	"2021"	"No"	"2"	197958
	"Florida"	"12"	"2021"	"2021"	"Unknown or Not Stated"	"9"	679
	"Florida"	"12"	"2022"	"2022"	"Yes"	"1"	16339
	"Florida"	"12"	"2022"	"2022"	"No"	"2"	207712
	"Florida"	"12"	"2022"	"2022"	"Unknown or Not Stated"	"9"	382
	"Florida"	"12"	"2023"	"2023"	"Yes"	"1"	17595
	"Florida"	"12"	"2023"	"2023"	"No"	"2"	203030
	"Florida"	"12"	"2023"	"2023"	"Unknown or Not Stated"	"9"	785
	"Georgia"	"13"	"2010"	"2010"	"Yes"	"1"	4780
	"Georgia"	"13"	"2010"	"2010"	"No"	"2"	123746
	"Georgia"	"13"	"2010"	"2010"	"Unknown or Not Stated"	"9"	5421
	"Georgia"	"13"	"2011"	"2011"	"Yes"	"1"	5024
	"Georgia"	"13"	"2011"	"2011"	"No"	"2"	121557
	"Georgia"	"13"	"2011"	"2011"	"Unknown or Not Stated"	"9"	5828
	"Georgia"	"13"	"2012"	"2012"	"Yes"	"1"	5600
	"Georgia"	"13"	"2012"	"2012"	"No"	"2"	120522
	"Georgia"	"13"	"2012"	"2012"	"Unknown or Not Stated"	"9"	4158
	"Georgia"	"13"	"2013"	"2013"	"Yes"	"1"	5824
	"Georgia"	"13"	"2013"	"2013"	"No"	"2"	119313
	"Georgia"	"13"	"2013"	"2013"	"Unknown or Not Stated"	"9"	3611
	"Georgia"	"13"	"2014"	"2014"	"Yes"	"1"	5987
	"Georgia"	"13"	"2014"	"2014"	"No"	"2"	121850
	"Georgia"	"13"	"2014"	"2014"	"Unknown or Not Stated"	"9"	3109
	"Georgia"	"13"	"2015"	"2015"	"Yes"	"1"	6194
	"Georgia"	"13"	"2015"	"2015"	"No"	"2"	124397
	"Georgia"	"13"	"2015"	"2015"	"Unknown or Not Stated"	"9"	813
	"Georgia"	"13"	"2016"	"2016"	"Yes"	"1"	7205
	"Georgia"	"13"	"2016"	"2016"	"No"	"2"	122489
	"Georgia"	"13"	"2016"	"2016"	"Unknown or Not Stated"	"9"	348
	"Georgia"	"13"	"2017"	"2017"	"Yes"	"1"	7729
	"Georgia"	"13"	"2017"	"2017"	"No"	"2"	121132
	"Georgia"	"13"	"2017"	"2017"	"Unknown or Not Stated"	"9"	382
	"Georgia"	"13"	"2018"	"2018"	"Yes"	"1"	7423
	"Georgia"	"13"	"2018"	"2018"	"No"	"2"	118488
	"Georgia"	"13"	"2018"	"2018"	"Unknown or Not Stated"	"9"	261
	"Georgia"	"13"	"2019"	"2019"	"Yes"	"1"	8119
	"Georgia"	"13"	"2019"	"2019"	"No"	"2"	118051
	"Georgia"	"13"	"2019"	"2019"	"Unknown or Not Stated"	"9"	201
	"Georgia"	"13"	"2020"	"2020"	"Yes"	"1"	8799
	"Georgia"	"13"	"2020"	"2020"	"No"	"2"	113531
	"Georgia"	"13"	"2020"	"2020"	"Unknown or Not Stated"	"9"	143
	"Georgia"	"13"	"2021"	"2021"	"Yes"	"1"	10174
	"Georgia"	"13"	"2021"	"2021"	"No"	"2"	113730
	"Georgia"	"13"	"2021"	"2021"	"Unknown or Not Stated"	"9"	169
	"Georgia"	"13"	"2022"	"2022"	"Yes"	"1"	9866
	"Georgia"	"13"	"2022"	"2022"	"No"	"2"	116057
	"Georgia"	"13"	"2022"	"2022"	"Unknown or Not Stated"	"9"	207
	"Georgia"	"13"	"2023"	"2023"	"Yes"	"1"	9386
	"Georgia"	"13"	"2023"	"2023"	"No"	"2"	115549
	"Georgia"	"13"	"2023"	"2023"	"Unknown or Not Stated"	"9"	185
	"Illinois"	"17"	"2010"	"2010"	"Yes"	"1"	9922
	"Illinois"	"17"	"2010"	"2010"	"No"	"2"	153534
	"Illinois"	"17"	"2010"	"2010"	"Unknown or Not Stated"	"9"	1744
	"Illinois"	"17"	"2011"	"2011"	"Yes"	"1"	10428
	"Illinois"	"17"	"2011"	"2011"	"No"	"2"	150207
	"Illinois"	"17"	"2011"	"2011"	"Unknown or Not Stated"	"9"	677
	"Illinois"	"17"	"2012"	"2012"	"Yes"	"1"	10834
	"Illinois"	"17"	"2012"	"2012"	"No"	"2"	147326
	"Illinois"	"17"	"2012"	"2012"	"Unknown or Not Stated"	"9"	1000
	"Illinois"	"17"	"2013"	"2013"	"Yes"	"1"	11163
	"Illinois"	"17"	"2013"	"2013"	"No"	"2"	145002
	"Illinois"	"17"	"2013"	"2013"	"Unknown or Not Stated"	"9"	766
	"Illinois"	"17"	"2014"	"2014"	"Yes"	"1"	10938
	"Illinois"	"17"	"2014"	"2014"	"No"	"2"	146781
	"Illinois"	"17"	"2014"	"2014"	"Unknown or Not Stated"	"9"	837
	"Illinois"	"17"	"2015"	"2015"	"Yes"	"1"	11776
	"Illinois"	"17"	"2015"	"2015"	"No"	"2"	146162
	"Illinois"	"17"	"2015"	"2015"	"Unknown or Not Stated"	"9"	178
	"Illinois"	"17"	"2016"	"2016"	"Yes"	"1"	11609
	"Illinois"	"17"	"2016"	"2016"	"No"	"2"	142610
	"Illinois"	"17"	"2016"	"2016"	"Unknown or Not Stated"	"9"	226
	"Illinois"	"17"	"2017"	"2017"	"Yes"	"1"	12117
	"Illinois"	"17"	"2017"	"2017"	"No"	"2"	136908
	"Illinois"	"17"	"2017"	"2017"	"Unknown or Not Stated"	"9"	365
	"Illinois"	"17"	"2018"	"2018"	"Yes"	"1"	12149
	"Illinois"	"17"	"2018"	"2018"	"No"	"2"	132413
	"Illinois"	"17"	"2018"	"2018"	"Unknown or Not Stated"	"9"	253
	"Illinois"	"17"	"2019"	"2019"	"Yes"	"1"	12744
	"Illinois"	"17"	"2019"	"2019"	"No"	"2"	127262
	"Illinois"	"17"	"2019"	"2019"	"Unknown or Not Stated"	"9"	122
	"Illinois"	"17"	"2020"	"2020"	"Yes"	"1"	13463
	"Illinois"	"17"	"2020"	"2020"	"No"	"2"	119667
	"Illinois"	"17"	"2020"	"2020"	"Unknown or Not Stated"	"9"	168
	"Illinois"	"17"	"2021"	"2021"	"Yes"	"1"	14143
	"Illinois"	"17"	"2021"	"2021"	"No"	"2"	117923
	"Illinois"	"17"	"2021"	"2021"	"Unknown or Not Stated"	"9"	123
	"Illinois"	"17"	"2022"	"2022"	"Yes"	"1"	14122
	"Illinois"	"17"	"2022"	"2022"	"No"	"2"	114086
	"Illinois"	"17"	"2022"	"2022"	"Unknown or Not Stated"	"9"	142
	"Illinois"	"17"	"2023"	"2023"	"Yes"	"1"	14060
	"Illinois"	"17"	"2023"	"2023"	"No"	"2"	110638
	"Illinois"	"17"	"2023"	"2023"	"Unknown or Not Stated"	"9"	122
	"Indiana"	"18"	"2010"	"2010"	"Yes"	"1"	5060
	"Indiana"	"18"	"2010"	"2010"	"No"	"2"	78870
	"Indiana"	"18"	"2010"	"2010"	"Unknown or Not Stated"	"9"	10
	"Indiana"	"18"	"2011"	"2011"	"Yes"	"1"	5707
	"Indiana"	"18"	"2011"	"2011"	"No"	"2"	77982
	"Indiana"	"18"	"2011"	"2011"	"Unknown or Not Stated"	"9"	12
	"Indiana"	"18"	"2012"	"2012"	"Yes"	"1"	5535
	"Indiana"	"18"	"2012"	"2012"	"No"	"2"	77687
	"Indiana"	"18"	"2013"	"2013"	"Yes"	"1"	5124
	"Indiana"	"18"	"2013"	"2013"	"No"	"2"	77973
	"Indiana"	"18"	"2014"	"2014"	"Yes"	"1"	5217
	"Indiana"	"18"	"2014"	"2014"	"No"	"2"	78861
	"Indiana"	"18"	"2015"	"2015"	"Yes"	"1"	5387
	"Indiana"	"18"	"2015"	"2015"	"No"	"2"	78651
	"Indiana"	"18"	"2016"	"2016"	"Yes"	"1"	5880
	"Indiana"	"18"	"2016"	"2016"	"No"	"2"	77207
	"Indiana"	"18"	"2017"	"2017"	"Yes"	"1"	6061
	"Indiana"	"18"	"2017"	"2017"	"No"	"2"	76099
	"Indiana"	"18"	"2017"	"2017"	"Unknown or Not Stated"	"9"	10
	"Indiana"	"18"	"2018"	"2018"	"Yes"	"1"	6312
	"Indiana"	"18"	"2018"	"2018"	"No"	"2"	75325
	"Indiana"	"18"	"2019"	"2019"	"Yes"	"1"	6762
	"Indiana"	"18"	"2019"	"2019"	"No"	"2"	74093
	"Indiana"	"18"	"2020"	"2020"	"Yes"	"1"	7062
	"Indiana"	"18"	"2020"	"2020"	"No"	"2"	71507
	"Indiana"	"18"	"2020"	"2020"	"Unknown or Not Stated"	"9"	47
	"Indiana"	"18"	"2021"	"2021"	"Yes"	"1"	7683
	"Indiana"	"18"	"2021"	"2021"	"No"	"2"	71802
	"Indiana"	"18"	"2021"	"2021"	"Unknown or Not Stated"	"9"	461
	"Indiana"	"18"	"2022"	"2022"	"Yes"	"1"	7291
	"Indiana"	"18"	"2022"	"2022"	"No"	"2"	71963
	"Indiana"	"18"	"2022"	"2022"	"Unknown or Not Stated"	"9"	395
	"Indiana"	"18"	"2023"	"2023"	"Yes"	"1"	7310
	"Indiana"	"18"	"2023"	"2023"	"No"	"2"	71186
	"Indiana"	"18"	"2023"	"2023"	"Unknown or Not Stated"	"9"	504
	"Maryland"	"24"	"2010"	"2010"	"Yes"	"1"	3983
	"Maryland"	"24"	"2010"	"2010"	"No"	"2"	69711
	"Maryland"	"24"	"2010"	"2010"	"Unknown or Not Stated"	"9"	107
	"Maryland"	"24"	"2011"	"2011"	"Yes"	"1"	4049
	"Maryland"	"24"	"2011"	"2011"	"No"	"2"	68915
	"Maryland"	"24"	"2011"	"2011"	"Unknown or Not Stated"	"9"	129
	"Maryland"	"24"	"2012"	"2012"	"Yes"	"1"	4339
	"Maryland"	"24"	"2012"	"2012"	"No"	"2"	68464
	"Maryland"	"24"	"2012"	"2012"	"Unknown or Not Stated"	"9"	80
	"Maryland"	"24"	"2013"	"2013"	"Yes"	"1"	4530
	"Maryland"	"24"	"2013"	"2013"	"No"	"2"	67301
	"Maryland"	"24"	"2013"	"2013"	"Unknown or Not Stated"	"9"	122
	"Maryland"	"24"	"2014"	"2014"	"Yes"	"1"	5113
	"Maryland"	"24"	"2014"	"2014"	"No"	"2"	68729
	"Maryland"	"24"	"2014"	"2014"	"Unknown or Not Stated"	"9"	79
	"Maryland"	"24"	"2015"	"2015"	"Yes"	"1"	5575
	"Maryland"	"24"	"2015"	"2015"	"No"	"2"	68038
	"Maryland"	"24"	"2016"	"2016"	"Yes"	"1"	5599
	"Maryland"	"24"	"2016"	"2016"	"No"	"2"	67526
	"Maryland"	"24"	"2016"	"2016"	"Unknown or Not Stated"	"9"	11
	"Maryland"	"24"	"2017"	"2017"	"Yes"	"1"	6021
	"Maryland"	"24"	"2017"	"2017"	"No"	"2"	65551
	"Maryland"	"24"	"2017"	"2017"	"Unknown or Not Stated"	"9"	69
	"Maryland"	"24"	"2018"	"2018"	"Yes"	"1"	5951
	"Maryland"	"24"	"2018"	"2018"	"No"	"2"	65087
	"Maryland"	"24"	"2018"	"2018"	"Unknown or Not Stated"	"9"	42
	"Maryland"	"24"	"2019"	"2019"	"Yes"	"1"	5898
	"Maryland"	"24"	"2019"	"2019"	"No"	"2"	64240
	"Maryland"	"24"	"2019"	"2019"	"Unknown or Not Stated"	"9"	40
	"Maryland"	"24"	"2020"	"2020"	"Yes"	"1"	6860
	"Maryland"	"24"	"2020"	"2020"	"No"	"2"	61655
	"Maryland"	"24"	"2020"	"2020"	"Unknown or Not Stated"	"9"	39
	"Maryland"	"24"	"2021"	"2021"	"Yes"	"1"	7075
	"Maryland"	"24"	"2021"	"2021"	"No"	"2"	61168
	"Maryland"	"24"	"2021"	"2021"	"Unknown or Not Stated"	"9"	42
	"Maryland"	"24"	"2022"	"2022"	"Yes"	"1"	7329
	"Maryland"	"24"	"2022"	"2022"	"No"	"2"	61417
	"Maryland"	"24"	"2022"	"2022"	"Unknown or Not Stated"	"9"	36
	"Maryland"	"24"	"2023"	"2023"	"Yes"	"1"	7202
	"Maryland"	"24"	"2023"	"2023"	"No"	"2"	58376
	"Maryland"	"24"	"2023"	"2023"	"Unknown or Not Stated"	"9"	16
	"Michigan"	"26"	"2010"	"2010"	"Yes"	"1"	5836
	"Michigan"	"26"	"2010"	"2010"	"No"	"2"	107477
	"Michigan"	"26"	"2010"	"2010"	"Unknown or Not Stated"	"9"	1218
	"Michigan"	"26"	"2011"	"2011"	"Yes"	"1"	6957
	"Michigan"	"26"	"2011"	"2011"	"No"	"2"	105561
	"Michigan"	"26"	"2011"	"2011"	"Unknown or Not Stated"	"9"	1490
	"Michigan"	"26"	"2012"	"2012"	"Yes"	"1"	7210
	"Michigan"	"26"	"2012"	"2012"	"No"	"2"	105178
	"Michigan"	"26"	"2012"	"2012"	"Unknown or Not Stated"	"9"	703
	"Michigan"	"26"	"2013"	"2013"	"Yes"	"1"	6638
	"Michigan"	"26"	"2013"	"2013"	"No"	"2"	106611
	"Michigan"	"26"	"2013"	"2013"	"Unknown or Not Stated"	"9"	240
	"Michigan"	"26"	"2014"	"2014"	"Yes"	"1"	6542
	"Michigan"	"26"	"2014"	"2014"	"No"	"2"	107475
	"Michigan"	"26"	"2014"	"2014"	"Unknown or Not Stated"	"9"	358
	"Michigan"	"26"	"2015"	"2015"	"Yes"	"1"	6687
	"Michigan"	"26"	"2015"	"2015"	"No"	"2"	106292
	"Michigan"	"26"	"2015"	"2015"	"Unknown or Not Stated"	"9"	333
	"Michigan"	"26"	"2016"	"2016"	"Yes"	"1"	6935
	"Michigan"	"26"	"2016"	"2016"	"No"	"2"	106112
	"Michigan"	"26"	"2016"	"2016"	"Unknown or Not Stated"	"9"	268
	"Michigan"	"26"	"2017"	"2017"	"Yes"	"1"	7246
	"Michigan"	"26"	"2017"	"2017"	"No"	"2"	103868
	"Michigan"	"26"	"2017"	"2017"	"Unknown or Not Stated"	"9"	312
	"Michigan"	"26"	"2018"	"2018"	"Yes"	"1"	7421
	"Michigan"	"26"	"2018"	"2018"	"No"	"2"	102342
	"Michigan"	"26"	"2018"	"2018"	"Unknown or Not Stated"	"9"	269
	"Michigan"	"26"	"2019"	"2019"	"Yes"	"1"	7583
	"Michigan"	"26"	"2019"	"2019"	"No"	"2"	100064
	"Michigan"	"26"	"2019"	"2019"	"Unknown or Not Stated"	"9"	239
	"Michigan"	"26"	"2020"	"2020"	"Yes"	"1"	8252
	"Michigan"	"26"	"2020"	"2020"	"No"	"2"	95640
	"Michigan"	"26"	"2020"	"2020"	"Unknown or Not Stated"	"9"	182
	"Michigan"	"26"	"2021"	"2021"	"Yes"	"1"	9122
	"Michigan"	"26"	"2021"	"2021"	"No"	"2"	95713
	"Michigan"	"26"	"2021"	"2021"	"Unknown or Not Stated"	"9"	145
	"Michigan"	"26"	"2022"	"2022"	"Yes"	"1"	8393
	"Michigan"	"26"	"2022"	"2022"	"No"	"2"	93669
	"Michigan"	"26"	"2022"	"2022"	"Unknown or Not Stated"	"9"	259
	"Michigan"	"26"	"2023"	"2023"	"Yes"	"1"	8511
	"Michigan"	"26"	"2023"	"2023"	"No"	"2"	90278
	"Michigan"	"26"	"2023"	"2023"	"Unknown or Not Stated"	"9"	335
	"Missouri"	"29"	"2010"	"2010"	"Yes"	"1"	4396
	"Missouri"	"29"	"2010"	"2010"	"No"	"2"	72363
	"Missouri"	"29"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2011"	"2011"	"Yes"	"1"	4360
	"Missouri"	"29"	"2011"	"2011"	"No"	"2"	71757
	"Missouri"	"29"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2012"	"2012"	"Yes"	"1"	4510
	"Missouri"	"29"	"2012"	"2012"	"No"	"2"	70935
	"Missouri"	"29"	"2013"	"2013"	"Yes"	"1"	4346
	"Missouri"	"29"	"2013"	"2013"	"No"	"2"	70949
	"Missouri"	"29"	"2014"	"2014"	"Yes"	"1"	4496
	"Missouri"	"29"	"2014"	"2014"	"No"	"2"	70863
	"Missouri"	"29"	"2015"	"2015"	"Yes"	"1"	4748
	"Missouri"	"29"	"2015"	"2015"	"No"	"2"	70312
	"Missouri"	"29"	"2016"	"2016"	"Yes"	"1"	5186
	"Missouri"	"29"	"2016"	"2016"	"No"	"2"	69518
	"Missouri"	"29"	"2017"	"2017"	"Yes"	"1"	5531
	"Missouri"	"29"	"2017"	"2017"	"No"	"2"	67503
	"Missouri"	"29"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2018"	"2018"	"Yes"	"1"	5749
	"Missouri"	"29"	"2018"	"2018"	"No"	"2"	67520
	"Missouri"	"29"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Missouri"	"29"	"2019"	"2019"	"Yes"	"1"	6055
	"Missouri"	"29"	"2019"	"2019"	"No"	"2"	66069
	"Missouri"	"29"	"2020"	"2020"	"Yes"	"1"	6684
	"Missouri"	"29"	"2020"	"2020"	"No"	"2"	62599
	"Missouri"	"29"	"2021"	"2021"	"Yes"	"1"	6964
	"Missouri"	"29"	"2021"	"2021"	"No"	"2"	62487
	"Missouri"	"29"	"2022"	"2022"	"Yes"	"1"	6635
	"Missouri"	"29"	"2022"	"2022"	"No"	"2"	62349
	"Missouri"	"29"	"2023"	"2023"	"Yes"	"1"	6595
	"Missouri"	"29"	"2023"	"2023"	"No"	"2"	60524
	"New Jersey"	"34"	"2010"	"2010"	"Yes"	"1"	6206
	"New Jersey"	"34"	"2010"	"2010"	"No"	"2"	100374
	"New Jersey"	"34"	"2010"	"2010"	"Unknown or Not Stated"	"9"	342
	"New Jersey"	"34"	"2011"	"2011"	"Yes"	"1"	6069
	"New Jersey"	"34"	"2011"	"2011"	"No"	"2"	99500
	"New Jersey"	"34"	"2011"	"2011"	"Unknown or Not Stated"	"9"	314
	"New Jersey"	"34"	"2012"	"2012"	"Yes"	"1"	6920
	"New Jersey"	"34"	"2012"	"2012"	"No"	"2"	97049
	"New Jersey"	"34"	"2012"	"2012"	"Unknown or Not Stated"	"9"	261
	"New Jersey"	"34"	"2013"	"2013"	"Yes"	"1"	6643
	"New Jersey"	"34"	"2013"	"2013"	"No"	"2"	95758
	"New Jersey"	"34"	"2013"	"2013"	"Unknown or Not Stated"	"9"	174
	"New Jersey"	"34"	"2014"	"2014"	"Yes"	"1"	7312
	"New Jersey"	"34"	"2014"	"2014"	"No"	"2"	95802
	"New Jersey"	"34"	"2014"	"2014"	"Unknown or Not Stated"	"9"	191
	"New Jersey"	"34"	"2015"	"2015"	"Yes"	"1"	7894
	"New Jersey"	"34"	"2015"	"2015"	"No"	"2"	95171
