"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	Births
	"Arizona"	"04"	"2018"	"2018"	"Not Reported"	"98"	0
	"Arizona"	"04"	"2019"	"2019"	"No prenatal care"	"00"	2084
	"Arizona"	"04"	"2019"	"2019"	"1st month"	"01"	3900
	"Arizona"	"04"	"2019"	"2019"	"2nd month"	"02"	30735
	"Arizona"	"04"	"2019"	"2019"	"3rd month"	"03"	20727
	"Arizona"	"04"	"2019"	"2019"	"4th month"	"04"	7392
	"Arizona"	"04"	"2019"	"2019"	"5th month"	"05"	4147
	"Arizona"	"04"	"2019"	"2019"	"6th month"	"06"	2874
	"Arizona"	"04"	"2019"	"2019"	"7th month"	"07"	2478
	"Arizona"	"04"	"2019"	"2019"	"8th month"	"08"	2122
	"Arizona"	"04"	"2019"	"2019"	"9th month"	"09"	931
	"Arizona"	"04"	"2019"	"2019"	"10th month"	"10"	13
	"Arizona"	"04"	"2019"	"2019"	"Unknown or Not Stated"	"99"	1972
	"Arizona"	"04"	"2019"	"2019"	"Not Reported"	"98"	0
	"Arizona"	"04"	"2020"	"2020"	"No prenatal care"	"00"	1933
	"Arizona"	"04"	"2020"	"2020"	"1st month"	"01"	3616
	"Arizona"	"04"	"2020"	"2020"	"2nd month"	"02"	29326
	"Arizona"	"04"	"2020"	"2020"	"3rd month"	"03"	20765
	"Arizona"	"04"	"2020"	"2020"	"4th month"	"04"	7207
	"Arizona"	"04"	"2020"	"2020"	"5th month"	"05"	4046
	"Arizona"	"04"	"2020"	"2020"	"6th month"	"06"	2716
	"Arizona"	"04"	"2020"	"2020"	"7th month"	"07"	2306
	"Arizona"	"04"	"2020"	"2020"	"8th month"	"08"	1972
	"Arizona"	"04"	"2020"	"2020"	"9th month"	"09"	945
	"Arizona"	"04"	"2020"	"2020"	"10th month"	"10"	18
	"Arizona"	"04"	"2020"	"2020"	"Unknown or Not Stated"	"99"	2097
	"Arizona"	"04"	"2020"	"2020"	"Not Reported"	"98"	0
	"Arizona"	"04"	"2021"	"2021"	"No prenatal care"	"00"	1981
	"Arizona"	"04"	"2021"	"2021"	"1st month"	"01"	4200
	"Arizona"	"04"	"2021"	"2021"	"2nd month"	"02"	31809
	"Arizona"	"04"	"2021"	"2021"	"3rd month"	"03"	20857
	"Arizona"	"04"	"2021"	"2021"	"4th month"	"04"	6722
	"Arizona"	"04"	"2021"	"2021"	"5th month"	"05"	3545
	"Arizona"	"04"	"2021"	"2021"	"6th month"	"06"	2605
	"Arizona"	"04"	"2021"	"2021"	"7th month"	"07"	2295
	"Arizona"	"04"	"2021"	"2021"	"8th month"	"08"	1766
	"Arizona"	"04"	"2021"	"2021"	"9th month"	"09"	798
	"Arizona"	"04"	"2021"	"2021"	"10th month"	"10"	12
	"Arizona"	"04"	"2021"	"2021"	"Unknown or Not Stated"	"99"	1326
	"Arizona"	"04"	"2021"	"2021"	"Not Reported"	"98"	0
	"Arizona"	"04"	"2022"	"2022"	"No prenatal care"	"00"	1881
	"Arizona"	"04"	"2022"	"2022"	"1st month"	"01"	4325
	"Arizona"	"04"	"2022"	"2022"	"2nd month"	"02"	31541
	"Arizona"	"04"	"2022"	"2022"	"3rd month"	"03"	21252
	"Arizona"	"04"	"2022"	"2022"	"4th month"	"04"	6829
	"Arizona"	"04"	"2022"	"2022"	"5th month"	"05"	3779
	"Arizona"	"04"	"2022"	"2022"	"6th month"	"06"	2532
	"Arizona"	"04"	"2022"	"2022"	"7th month"	"07"	2184
	"Arizona"	"04"	"2022"	"2022"	"8th month"	"08"	1700
	"Arizona"	"04"	"2022"	"2022"	"9th month"	"09"	731
	"Arizona"	"04"	"2022"	"2022"	"Unknown or Not Stated"	"99"	1785
	"Arizona"	"04"	"2022"	"2022"	"Not Reported"	"98"	0
	"Arizona"	"04"	"2023"	"2023"	"No prenatal care"	"00"	1892
	"Arizona"	"04"	"2023"	"2023"	"1st month"	"01"	3759
	"Arizona"	"04"	"2023"	"2023"	"2nd month"	"02"	29586
	"Arizona"	"04"	"2023"	"2023"	"3rd month"	"03"	22952
	"Arizona"	"04"	"2023"	"2023"	"4th month"	"04"	7288
	"Arizona"	"04"	"2023"	"2023"	"5th month"	"05"	3900
	"Arizona"	"04"	"2023"	"2023"	"6th month"	"06"	2666
	"Arizona"	"04"	"2023"	"2023"	"7th month"	"07"	2282
	"Arizona"	"04"	"2023"	"2023"	"8th month"	"08"	1751
	"Arizona"	"04"	"2023"	"2023"	"9th month"	"09"	693
	"Arizona"	"04"	"2023"	"2023"	"10th month"	"10"	10
	"Arizona"	"04"	"2023"	"2023"	"Unknown or Not Stated"	"99"	1317
	"Arizona"	"04"	"2023"	"2023"	"Not Reported"	"98"	0
	"Arkansas"	"05"	"2010"	"2010"	"No prenatal care"	"00"	0
	"Arkansas"	"05"	"2010"	"2010"	"1st month"	"01"	0
	"Arkansas"	"05"	"2010"	"2010"	"2nd month"	"02"	0
	"Arkansas"	"05"	"2010"	"2010"	"3rd month"	"03"	0
	"Arkansas"	"05"	"2010"	"2010"	"4th month"	"04"	0
	"Arkansas"	"05"	"2010"	"2010"	"5th month"	"05"	0
	"Arkansas"	"05"	"2010"	"2010"	"6th month"	"06"	0
	"Arkansas"	"05"	"2010"	"2010"	"7th month"	"07"	0
	"Arkansas"	"05"	"2010"	"2010"	"8th month"	"08"	0
	"Arkansas"	"05"	"2010"	"2010"	"9th month"	"09"	0
	"Arkansas"	"05"	"2010"	"2010"	"10th month"	"10"	0
	"Arkansas"	"05"	"2010"	"2010"	"Unknown or Not Stated"	"99"	0
	"Arkansas"	"05"	"2010"	"2010"	"Not Reported"	"98"	38540
	"Arkansas"	"05"	"2011"	"2011"	"No prenatal care"	"00"	0
	"Arkansas"	"05"	"2011"	"2011"	"1st month"	"01"	0
	"Arkansas"	"05"	"2011"	"2011"	"2nd month"	"02"	0
	"Arkansas"	"05"	"2011"	"2011"	"3rd month"	"03"	0
	"Arkansas"	"05"	"2011"	"2011"	"4th month"	"04"	0
	"Arkansas"	"05"	"2011"	"2011"	"5th month"	"05"	0
	"Arkansas"	"05"	"2011"	"2011"	"6th month"	"06"	0
	"Arkansas"	"05"	"2011"	"2011"	"7th month"	"07"	0
	"Arkansas"	"05"	"2011"	"2011"	"8th month"	"08"	0
	"Arkansas"	"05"	"2011"	"2011"	"9th month"	"09"	0
	"Arkansas"	"05"	"2011"	"2011"	"10th month"	"10"	0
	"Arkansas"	"05"	"2011"	"2011"	"Unknown or Not Stated"	"99"	0
	"Arkansas"	"05"	"2011"	"2011"	"Not Reported"	"98"	38715
	"Arkansas"	"05"	"2012"	"2012"	"No prenatal care"	"00"	0
	"Arkansas"	"05"	"2012"	"2012"	"1st month"	"01"	0
	"Arkansas"	"05"	"2012"	"2012"	"2nd month"	"02"	0
	"Arkansas"	"05"	"2012"	"2012"	"3rd month"	"03"	0
	"Arkansas"	"05"	"2012"	"2012"	"4th month"	"04"	0
	"Arkansas"	"05"	"2012"	"2012"	"5th month"	"05"	0
	"Arkansas"	"05"	"2012"	"2012"	"6th month"	"06"	0
	"Arkansas"	"05"	"2012"	"2012"	"7th month"	"07"	0
	"Arkansas"	"05"	"2012"	"2012"	"8th month"	"08"	0
	"Arkansas"	"05"	"2012"	"2012"	"9th month"	"09"	0
	"Arkansas"	"05"	"2012"	"2012"	"10th month"	"10"	0
	"Arkansas"	"05"	"2012"	"2012"	"Unknown or Not Stated"	"99"	0
	"Arkansas"	"05"	"2012"	"2012"	"Not Reported"	"98"	38347
	"Arkansas"	"05"	"2013"	"2013"	"No prenatal care"	"00"	0
	"Arkansas"	"05"	"2013"	"2013"	"1st month"	"01"	0
	"Arkansas"	"05"	"2013"	"2013"	"2nd month"	"02"	0
	"Arkansas"	"05"	"2013"	"2013"	"3rd month"	"03"	0
	"Arkansas"	"05"	"2013"	"2013"	"4th month"	"04"	0
	"Arkansas"	"05"	"2013"	"2013"	"5th month"	"05"	0
	"Arkansas"	"05"	"2013"	"2013"	"6th month"	"06"	0
	"Arkansas"	"05"	"2013"	"2013"	"7th month"	"07"	0
	"Arkansas"	"05"	"2013"	"2013"	"8th month"	"08"	0
	"Arkansas"	"05"	"2013"	"2013"	"9th month"	"09"	0
	"Arkansas"	"05"	"2013"	"2013"	"10th month"	"10"	0
	"Arkansas"	"05"	"2013"	"2013"	"Unknown or Not Stated"	"99"	0
	"Arkansas"	"05"	"2013"	"2013"	"Not Reported"	"98"	37832
	"Arkansas"	"05"	"2014"	"2014"	"No prenatal care"	"00"	853
	"Arkansas"	"05"	"2014"	"2014"	"1st month"	"01"	1858
	"Arkansas"	"05"	"2014"	"2014"	"2nd month"	"02"	10228
	"Arkansas"	"05"	"2014"	"2014"	"3rd month"	"03"	9577
	"Arkansas"	"05"	"2014"	"2014"	"4th month"	"04"	4206
	"Arkansas"	"05"	"2014"	"2014"	"5th month"	"05"	2540
	"Arkansas"	"05"	"2014"	"2014"	"6th month"	"06"	1544
	"Arkansas"	"05"	"2014"	"2014"	"7th month"	"07"	1230
	"Arkansas"	"05"	"2014"	"2014"	"8th month"	"08"	675
	"Arkansas"	"05"	"2014"	"2014"	"9th month"	"09"	263
	"Arkansas"	"05"	"2014"	"2014"	"Unknown or Not Stated"	"99"	5533
	"Arkansas"	"05"	"2014"	"2014"	"Not Reported"	"98"	0
	"Arkansas"	"05"	"2015"	"2015"	"No prenatal care"	"00"	943
	"Arkansas"	"05"	"2015"	"2015"	"1st month"	"01"	1510
	"Arkansas"	"05"	"2015"	"2015"	"2nd month"	"02"	11069
	"Arkansas"	"05"	"2015"	"2015"	"3rd month"	"03"	10149
	"Arkansas"	"05"	"2015"	"2015"	"4th month"	"04"	3867
	"Arkansas"	"05"	"2015"	"2015"	"5th month"	"05"	2232
	"Arkansas"	"05"	"2015"	"2015"	"6th month"	"06"	1469
	"Arkansas"	"05"	"2015"	"2015"	"7th month"	"07"	1324
	"Arkansas"	"05"	"2015"	"2015"	"8th month"	"08"	728
	"Arkansas"	"05"	"2015"	"2015"	"9th month"	"09"	289
	"Arkansas"	"05"	"2015"	"2015"	"Unknown or Not Stated"	"99"	5302
	"Arkansas"	"05"	"2015"	"2015"	"Not Reported"	"98"	0
	"Arkansas"	"05"	"2016"	"2016"	"No prenatal care"	"00"	1047
	"Arkansas"	"05"	"2016"	"2016"	"1st month"	"01"	1738
	"Arkansas"	"05"	"2016"	"2016"	"2nd month"	"02"	11414
	"Arkansas"	"05"	"2016"	"2016"	"3rd month"	"03"	9954
	"Arkansas"	"05"	"2016"	"2016"	"4th month"	"04"	3430
	"Arkansas"	"05"	"2016"	"2016"	"5th month"	"05"	2083
	"Arkansas"	"05"	"2016"	"2016"	"6th month"	"06"	1490
	"Arkansas"	"05"	"2016"	"2016"	"7th month"	"07"	1522
	"Arkansas"	"05"	"2016"	"2016"	"8th month"	"08"	824
	"Arkansas"	"05"	"2016"	"2016"	"9th month"	"09"	298
	"Arkansas"	"05"	"2016"	"2016"	"Unknown or Not Stated"	"99"	4471
	"Arkansas"	"05"	"2016"	"2016"	"Not Reported"	"98"	0
	"Arkansas"	"05"	"2017"	"2017"	"No prenatal care"	"00"	1237
	"Arkansas"	"05"	"2017"	"2017"	"1st month"	"01"	2447
	"Arkansas"	"05"	"2017"	"2017"	"2nd month"	"02"	12179
	"Arkansas"	"05"	"2017"	"2017"	"3rd month"	"03"	10275
	"Arkansas"	"05"	"2017"	"2017"	"4th month"	"04"	3599
	"Arkansas"	"05"	"2017"	"2017"	"5th month"	"05"	2025
	"Arkansas"	"05"	"2017"	"2017"	"6th month"	"06"	1372
	"Arkansas"	"05"	"2017"	"2017"	"7th month"	"07"	1314
	"Arkansas"	"05"	"2017"	"2017"	"8th month"	"08"	729
	"Arkansas"	"05"	"2017"	"2017"	"9th month"	"09"	269
	"Arkansas"	"05"	"2017"	"2017"	"Unknown or Not Stated"	"99"	2073
	"Arkansas"	"05"	"2017"	"2017"	"Not Reported"	"98"	0
	"Arkansas"	"05"	"2018"	"2018"	"No prenatal care"	"00"	924
	"Arkansas"	"05"	"2018"	"2018"	"1st month"	"01"	958
	"Arkansas"	"05"	"2018"	"2018"	"2nd month"	"02"	13474
	"Arkansas"	"05"	"2018"	"2018"	"3rd month"	"03"	11396
	"Arkansas"	"05"	"2018"	"2018"	"4th month"	"04"	3809
	"Arkansas"	"05"	"2018"	"2018"	"5th month"	"05"	2160
	"Arkansas"	"05"	"2018"	"2018"	"6th month"	"06"	1435
	"Arkansas"	"05"	"2018"	"2018"	"7th month"	"07"	1325
	"Arkansas"	"05"	"2018"	"2018"	"8th month"	"08"	779
	"Arkansas"	"05"	"2018"	"2018"	"9th month"	"09"	316
	"Arkansas"	"05"	"2018"	"2018"	"Unknown or Not Stated"	"99"	437
	"Arkansas"	"05"	"2018"	"2018"	"Not Reported"	"98"	0
	"Arkansas"	"05"	"2019"	"2019"	"No prenatal care"	"00"	790
	"Arkansas"	"05"	"2019"	"2019"	"1st month"	"01"	794
	"Arkansas"	"05"	"2019"	"2019"	"2nd month"	"02"	14242
	"Arkansas"	"05"	"2019"	"2019"	"3rd month"	"03"	10970
	"Arkansas"	"05"	"2019"	"2019"	"4th month"	"04"	3586
	"Arkansas"	"05"	"2019"	"2019"	"5th month"	"05"	2040
	"Arkansas"	"05"	"2019"	"2019"	"6th month"	"06"	1409
	"Arkansas"	"05"	"2019"	"2019"	"7th month"	"07"	1202
	"Arkansas"	"05"	"2019"	"2019"	"8th month"	"08"	864
	"Arkansas"	"05"	"2019"	"2019"	"9th month"	"09"	283
	"Arkansas"	"05"	"2019"	"2019"	"Unknown or Not Stated"	"99"	381
	"Arkansas"	"05"	"2019"	"2019"	"Not Reported"	"98"	0
	"Arkansas"	"05"	"2020"	"2020"	"No prenatal care"	"00"	938
	"Arkansas"	"05"	"2020"	"2020"	"1st month"	"01"	652
	"Arkansas"	"05"	"2020"	"2020"	"2nd month"	"02"	13457
	"Arkansas"	"05"	"2020"	"2020"	"3rd month"	"03"	10801
	"Arkansas"	"05"	"2020"	"2020"	"4th month"	"04"	3518
	"Arkansas"	"05"	"2020"	"2020"	"5th month"	"05"	1999
	"Arkansas"	"05"	"2020"	"2020"	"6th month"	"06"	1253
	"Arkansas"	"05"	"2020"	"2020"	"7th month"	"07"	1195
	"Arkansas"	"05"	"2020"	"2020"	"8th month"	"08"	788
	"Arkansas"	"05"	"2020"	"2020"	"9th month"	"09"	297
	"Arkansas"	"05"	"2020"	"2020"	"Unknown or Not Stated"	"99"	347
	"Arkansas"	"05"	"2020"	"2020"	"Not Reported"	"98"	0
	"Arkansas"	"05"	"2021"	"2021"	"No prenatal care"	"00"	1043
	"Arkansas"	"05"	"2021"	"2021"	"1st month"	"01"	604
	"Arkansas"	"05"	"2021"	"2021"	"2nd month"	"02"	13950
	"Arkansas"	"05"	"2021"	"2021"	"3rd month"	"03"	10927
	"Arkansas"	"05"	"2021"	"2021"	"4th month"	"04"	3166
	"Arkansas"	"05"	"2021"	"2021"	"5th month"	"05"	1812
	"Arkansas"	"05"	"2021"	"2021"	"6th month"	"06"	1237
	"Arkansas"	"05"	"2021"	"2021"	"7th month"	"07"	1435
	"Arkansas"	"05"	"2021"	"2021"	"8th month"	"08"	1009
	"Arkansas"	"05"	"2021"	"2021"	"9th month"	"09"	417
	"Arkansas"	"05"	"2021"	"2021"	"Unknown or Not Stated"	"99"	363
	"Arkansas"	"05"	"2021"	"2021"	"Not Reported"	"98"	0
	"Arkansas"	"05"	"2022"	"2022"	"No prenatal care"	"00"	1189
	"Arkansas"	"05"	"2022"	"2022"	"1st month"	"01"	550
	"Arkansas"	"05"	"2022"	"2022"	"2nd month"	"02"	14097
	"Arkansas"	"05"	"2022"	"2022"	"3rd month"	"03"	10434
	"Arkansas"	"05"	"2022"	"2022"	"4th month"	"04"	3429
	"Arkansas"	"05"	"2022"	"2022"	"5th month"	"05"	1850
	"Arkansas"	"05"	"2022"	"2022"	"6th month"	"06"	1189
	"Arkansas"	"05"	"2022"	"2022"	"7th month"	"07"	1242
	"Arkansas"	"05"	"2022"	"2022"	"8th month"	"08"	824
	"Arkansas"	"05"	"2022"	"2022"	"9th month"	"09"	306
	"Arkansas"	"05"	"2022"	"2022"	"Unknown or Not Stated"	"99"	358
	"Arkansas"	"05"	"2022"	"2022"	"Not Reported"	"98"	0
	"Arkansas"	"05"	"2023"	"2023"	"No prenatal care"	"00"	1026
	"Arkansas"	"05"	"2023"	"2023"	"1st month"	"01"	407
	"Arkansas"	"05"	"2023"	"2023"	"2nd month"	"02"	13489
	"Arkansas"	"05"	"2023"	"2023"	"3rd month"	"03"	11531
	"Arkansas"	"05"	"2023"	"2023"	"4th month"	"04"	3299
	"Arkansas"	"05"	"2023"	"2023"	"5th month"	"05"	1822
	"Arkansas"	"05"	"2023"	"2023"	"6th month"	"06"	1176
	"Arkansas"	"05"	"2023"	"2023"	"7th month"	"07"	1164
	"Arkansas"	"05"	"2023"	"2023"	"8th month"	"08"	800
	"Arkansas"	"05"	"2023"	"2023"	"9th month"	"09"	316
	"Arkansas"	"05"	"2023"	"2023"	"Unknown or Not Stated"	"99"	233
	"Arkansas"	"05"	"2023"	"2023"	"Not Reported"	"98"	0
	"California"	"06"	"2010"	"2010"	"No prenatal care"	"00"	2518
	"California"	"06"	"2010"	"2010"	"1st month"	"01"	52420
	"California"	"06"	"2010"	"2010"	"2nd month"	"02"	208864
	"California"	"06"	"2010"	"2010"	"3rd month"	"03"	145636
	"California"	"06"	"2010"	"2010"	"4th month"	"04"	41400
	"California"	"06"	"2010"	"2010"	"5th month"	"05"	19452
	"California"	"06"	"2010"	"2010"	"6th month"	"06"	11423
	"California"	"06"	"2010"	"2010"	"7th month"	"07"	7002
	"California"	"06"	"2010"	"2010"	"8th month"	"08"	4833
	"California"	"06"	"2010"	"2010"	"9th month"	"09"	2354
	"California"	"06"	"2010"	"2010"	"10th month"	"10"	281
	"California"	"06"	"2010"	"2010"	"Unknown or Not Stated"	"99"	14015
	"California"	"06"	"2010"	"2010"	"Not Reported"	"98"	0
	"California"	"06"	"2011"	"2011"	"No prenatal care"	"00"	2406
	"California"	"06"	"2011"	"2011"	"1st month"	"01"	48866
	"California"	"06"	"2011"	"2011"	"2nd month"	"02"	208020
	"California"	"06"	"2011"	"2011"	"3rd month"	"03"	145806
	"California"	"06"	"2011"	"2011"	"4th month"	"04"	40655
	"California"	"06"	"2011"	"2011"	"5th month"	"05"	18917
	"California"	"06"	"2011"	"2011"	"6th month"	"06"	10967
	"California"	"06"	"2011"	"2011"	"7th month"	"07"	6873
	"California"	"06"	"2011"	"2011"	"8th month"	"08"	4802
	"California"	"06"	"2011"	"2011"	"9th month"	"09"	2345
	"California"	"06"	"2011"	"2011"	"10th month"	"10"	302
	"California"	"06"	"2011"	"2011"	"Unknown or Not Stated"	"99"	12161
	"California"	"06"	"2011"	"2011"	"Not Reported"	"98"	0
	"California"	"06"	"2012"	"2012"	"No prenatal care"	"00"	2589
	"California"	"06"	"2012"	"2012"	"1st month"	"01"	46773
	"California"	"06"	"2012"	"2012"	"2nd month"	"02"	212551
	"California"	"06"	"2012"	"2012"	"3rd month"	"03"	145865
	"California"	"06"	"2012"	"2012"	"4th month"	"04"	39478
	"California"	"06"	"2012"	"2012"	"5th month"	"05"	18547
	"California"	"06"	"2012"	"2012"	"6th month"	"06"	10984
	"California"	"06"	"2012"	"2012"	"7th month"	"07"	6877
