"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Eclampsia"	"Eclampsia Code"	Births
	"Arkansas"	"05"	"2012"	"2012"	"Not Reported"	"10"	0
	"Arkansas"	"05"	"2013"	"2013"	"Yes"	"1"	87
	"Arkansas"	"05"	"2013"	"2013"	"No"	"2"	37743
	"Arkansas"	"05"	"2013"	"2013"	"Not Reported"	"10"	0
	"Arkansas"	"05"	"2014"	"2014"	"Yes"	"1"	102
	"Arkansas"	"05"	"2014"	"2014"	"No"	"2"	38408
	"Arkansas"	"05"	"2014"	"2014"	"Not Reported"	"10"	0
	"Arkansas"	"05"	"2015"	"2015"	"Yes"	"1"	91
	"Arkansas"	"05"	"2015"	"2015"	"No"	"2"	38794
	"Arkansas"	"05"	"2015"	"2015"	"Not Reported"	"10"	0
	"Arkansas"	"05"	"2016"	"2016"	"Yes"	"1"	132
	"Arkansas"	"05"	"2016"	"2016"	"No"	"2"	38142
	"Arkansas"	"05"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2016"	"2016"	"Not Reported"	"10"	0
	"Arkansas"	"05"	"2017"	"2017"	"Yes"	"1"	251
	"Arkansas"	"05"	"2017"	"2017"	"No"	"2"	37266
	"Arkansas"	"05"	"2017"	"2017"	"Not Reported"	"10"	0
	"Arkansas"	"05"	"2018"	"2018"	"Yes"	"1"	80
	"Arkansas"	"05"	"2018"	"2018"	"No"	"2"	36935
	"Arkansas"	"05"	"2018"	"2018"	"Not Reported"	"10"	0
	"Arkansas"	"05"	"2019"	"2019"	"Yes"	"1"	77
	"Arkansas"	"05"	"2019"	"2019"	"No"	"2"	36486
	"Arkansas"	"05"	"2019"	"2019"	"Not Reported"	"10"	0
	"Arkansas"	"05"	"2020"	"2020"	"Yes"	"1"	202
	"Arkansas"	"05"	"2020"	"2020"	"No"	"2"	35049
	"Arkansas"	"05"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2020"	"2020"	"Not Reported"	"10"	0
	"Arkansas"	"05"	"2021"	"2021"	"Yes"	"1"	239
	"Arkansas"	"05"	"2021"	"2021"	"No"	"2"	35725
	"Arkansas"	"05"	"2021"	"2021"	"Not Reported"	"10"	0
	"Arkansas"	"05"	"2022"	"2022"	"Yes"	"1"	377
	"Arkansas"	"05"	"2022"	"2022"	"No"	"2"	35093
	"Arkansas"	"05"	"2022"	"2022"	"Not Reported"	"10"	0
	"Arkansas"	"05"	"2023"	"2023"	"Yes"	"1"	180
	"Arkansas"	"05"	"2023"	"2023"	"No"	"2"	35083
	"Arkansas"	"05"	"2023"	"2023"	"Not Reported"	"10"	0
	"California"	"06"	"2010"	"2010"	"Yes"	"1"	445
	"California"	"06"	"2010"	"2010"	"No"	"2"	509750
	"California"	"06"	"2010"	"2010"	"Not Reported"	"10"	0
	"California"	"06"	"2011"	"2011"	"Yes"	"1"	525
	"California"	"06"	"2011"	"2011"	"No"	"2"	501593
	"California"	"06"	"2011"	"2011"	"Not Reported"	"10"	0
	"California"	"06"	"2012"	"2012"	"Yes"	"1"	566
	"California"	"06"	"2012"	"2012"	"No"	"2"	503185
	"California"	"06"	"2012"	"2012"	"Not Reported"	"10"	0
	"California"	"06"	"2013"	"2013"	"Yes"	"1"	437
	"California"	"06"	"2013"	"2013"	"No"	"2"	494265
	"California"	"06"	"2013"	"2013"	"Not Reported"	"10"	0
	"California"	"06"	"2014"	"2014"	"Yes"	"1"	382
	"California"	"06"	"2014"	"2014"	"No"	"2"	502495
	"California"	"06"	"2014"	"2014"	"Not Reported"	"10"	0
	"California"	"06"	"2015"	"2015"	"Yes"	"1"	339
	"California"	"06"	"2015"	"2015"	"No"	"2"	491408
	"California"	"06"	"2015"	"2015"	"Not Reported"	"10"	0
	"California"	"06"	"2016"	"2016"	"Yes"	"1"	389
	"California"	"06"	"2016"	"2016"	"No"	"2"	488435
	"California"	"06"	"2016"	"2016"	"Not Reported"	"10"	0
	"California"	"06"	"2017"	"2017"	"Yes"	"1"	422
	"California"	"06"	"2017"	"2017"	"No"	"2"	471233
	"California"	"06"	"2017"	"2017"	"Not Reported"	"10"	0
	"California"	"06"	"2018"	"2018"	"Yes"	"1"	420
	"California"	"06"	"2018"	"2018"	"No"	"2"	454491
	"California"	"06"	"2018"	"2018"	"Not Reported"	"10"	0
	"California"	"06"	"2019"	"2019"	"Yes"	"1"	397
	"California"	"06"	"2019"	"2019"	"No"	"2"	445737
	"California"	"06"	"2019"	"2019"	"Unknown or Not Stated"	"9"	345
	"California"	"06"	"2019"	"2019"	"Not Reported"	"10"	0
	"California"	"06"	"2020"	"2020"	"Yes"	"1"	366
	"California"	"06"	"2020"	"2020"	"No"	"2"	419674
	"California"	"06"	"2020"	"2020"	"Unknown or Not Stated"	"9"	219
	"California"	"06"	"2020"	"2020"	"Not Reported"	"10"	0
	"California"	"06"	"2021"	"2021"	"Yes"	"1"	347
	"California"	"06"	"2021"	"2021"	"No"	"2"	420020
	"California"	"06"	"2021"	"2021"	"Unknown or Not Stated"	"9"	241
	"California"	"06"	"2021"	"2021"	"Not Reported"	"10"	0
	"California"	"06"	"2022"	"2022"	"Yes"	"1"	271
	"California"	"06"	"2022"	"2022"	"No"	"2"	418713
	"California"	"06"	"2022"	"2022"	"Unknown or Not Stated"	"9"	120
	"California"	"06"	"2022"	"2022"	"Not Reported"	"10"	0
	"California"	"06"	"2023"	"2023"	"Yes"	"1"	255
	"California"	"06"	"2023"	"2023"	"No"	"2"	399671
	"California"	"06"	"2023"	"2023"	"Unknown or Not Stated"	"9"	182
	"California"	"06"	"2023"	"2023"	"Not Reported"	"10"	0
	"Florida"	"12"	"2010"	"2010"	"Yes"	"1"	311
	"Florida"	"12"	"2010"	"2010"	"No"	"2"	213727
	"Florida"	"12"	"2010"	"2010"	"Unknown or Not Stated"	"9"	552
	"Florida"	"12"	"2010"	"2010"	"Not Reported"	"10"	0
	"Florida"	"12"	"2011"	"2011"	"Yes"	"1"	225
	"Florida"	"12"	"2011"	"2011"	"No"	"2"	212318
	"Florida"	"12"	"2011"	"2011"	"Unknown or Not Stated"	"9"	871
	"Florida"	"12"	"2011"	"2011"	"Not Reported"	"10"	0
	"Florida"	"12"	"2012"	"2012"	"Yes"	"1"	218
	"Florida"	"12"	"2012"	"2012"	"No"	"2"	212532
	"Florida"	"12"	"2012"	"2012"	"Unknown or Not Stated"	"9"	398
	"Florida"	"12"	"2012"	"2012"	"Not Reported"	"10"	0
	"Florida"	"12"	"2013"	"2013"	"Yes"	"1"	222
	"Florida"	"12"	"2013"	"2013"	"No"	"2"	214813
	"Florida"	"12"	"2013"	"2013"	"Unknown or Not Stated"	"9"	372
	"Florida"	"12"	"2013"	"2013"	"Not Reported"	"10"	0
	"Florida"	"12"	"2014"	"2014"	"Yes"	"1"	204
	"Florida"	"12"	"2014"	"2014"	"No"	"2"	219452
	"Florida"	"12"	"2014"	"2014"	"Unknown or Not Stated"	"9"	335
	"Florida"	"12"	"2014"	"2014"	"Not Reported"	"10"	0
	"Florida"	"12"	"2015"	"2015"	"Yes"	"1"	232
	"Florida"	"12"	"2015"	"2015"	"No"	"2"	223693
	"Florida"	"12"	"2015"	"2015"	"Unknown or Not Stated"	"9"	344
	"Florida"	"12"	"2015"	"2015"	"Not Reported"	"10"	0
	"Florida"	"12"	"2016"	"2016"	"Yes"	"1"	216
	"Florida"	"12"	"2016"	"2016"	"No"	"2"	224390
	"Florida"	"12"	"2016"	"2016"	"Unknown or Not Stated"	"9"	416
	"Florida"	"12"	"2016"	"2016"	"Not Reported"	"10"	0
	"Florida"	"12"	"2017"	"2017"	"Yes"	"1"	229
	"Florida"	"12"	"2017"	"2017"	"No"	"2"	222897
	"Florida"	"12"	"2017"	"2017"	"Unknown or Not Stated"	"9"	504
	"Florida"	"12"	"2017"	"2017"	"Not Reported"	"10"	0
	"Florida"	"12"	"2018"	"2018"	"Yes"	"1"	283
	"Florida"	"12"	"2018"	"2018"	"No"	"2"	220787
	"Florida"	"12"	"2018"	"2018"	"Unknown or Not Stated"	"9"	472
	"Florida"	"12"	"2018"	"2018"	"Not Reported"	"10"	0
	"Florida"	"12"	"2019"	"2019"	"Yes"	"1"	294
	"Florida"	"12"	"2019"	"2019"	"No"	"2"	219391
	"Florida"	"12"	"2019"	"2019"	"Unknown or Not Stated"	"9"	317
	"Florida"	"12"	"2019"	"2019"	"Not Reported"	"10"	0
	"Florida"	"12"	"2020"	"2020"	"Yes"	"1"	285
	"Florida"	"12"	"2020"	"2020"	"No"	"2"	209092
	"Florida"	"12"	"2020"	"2020"	"Unknown or Not Stated"	"9"	294
	"Florida"	"12"	"2020"	"2020"	"Not Reported"	"10"	0
	"Florida"	"12"	"2021"	"2021"	"Yes"	"1"	297
	"Florida"	"12"	"2021"	"2021"	"No"	"2"	215284
	"Florida"	"12"	"2021"	"2021"	"Unknown or Not Stated"	"9"	679
	"Florida"	"12"	"2021"	"2021"	"Not Reported"	"10"	0
	"Florida"	"12"	"2022"	"2022"	"Yes"	"1"	308
	"Florida"	"12"	"2022"	"2022"	"No"	"2"	223743
	"Florida"	"12"	"2022"	"2022"	"Unknown or Not Stated"	"9"	382
	"Florida"	"12"	"2022"	"2022"	"Not Reported"	"10"	0
	"Florida"	"12"	"2023"	"2023"	"Yes"	"1"	328
	"Florida"	"12"	"2023"	"2023"	"No"	"2"	220297
	"Florida"	"12"	"2023"	"2023"	"Unknown or Not Stated"	"9"	785
	"Florida"	"12"	"2023"	"2023"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2010"	"2010"	"Yes"	"1"	285
	"Georgia"	"13"	"2010"	"2010"	"No"	"2"	128241
	"Georgia"	"13"	"2010"	"2010"	"Unknown or Not Stated"	"9"	5421
	"Georgia"	"13"	"2010"	"2010"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2011"	"2011"	"Yes"	"1"	222
	"Georgia"	"13"	"2011"	"2011"	"No"	"2"	126359
	"Georgia"	"13"	"2011"	"2011"	"Unknown or Not Stated"	"9"	5828
	"Georgia"	"13"	"2011"	"2011"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2012"	"2012"	"Yes"	"1"	273
	"Georgia"	"13"	"2012"	"2012"	"No"	"2"	125849
	"Georgia"	"13"	"2012"	"2012"	"Unknown or Not Stated"	"9"	4158
	"Georgia"	"13"	"2012"	"2012"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2013"	"2013"	"Yes"	"1"	268
	"Georgia"	"13"	"2013"	"2013"	"No"	"2"	124869
	"Georgia"	"13"	"2013"	"2013"	"Unknown or Not Stated"	"9"	3611
	"Georgia"	"13"	"2013"	"2013"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2014"	"2014"	"Yes"	"1"	213
	"Georgia"	"13"	"2014"	"2014"	"No"	"2"	127624
	"Georgia"	"13"	"2014"	"2014"	"Unknown or Not Stated"	"9"	3109
	"Georgia"	"13"	"2014"	"2014"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2015"	"2015"	"Yes"	"1"	181
	"Georgia"	"13"	"2015"	"2015"	"No"	"2"	130410
	"Georgia"	"13"	"2015"	"2015"	"Unknown or Not Stated"	"9"	813
	"Georgia"	"13"	"2015"	"2015"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2016"	"2016"	"Yes"	"1"	185
	"Georgia"	"13"	"2016"	"2016"	"No"	"2"	129509
	"Georgia"	"13"	"2016"	"2016"	"Unknown or Not Stated"	"9"	348
	"Georgia"	"13"	"2016"	"2016"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2017"	"2017"	"Yes"	"1"	250
	"Georgia"	"13"	"2017"	"2017"	"No"	"2"	128611
	"Georgia"	"13"	"2017"	"2017"	"Unknown or Not Stated"	"9"	382
	"Georgia"	"13"	"2017"	"2017"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2018"	"2018"	"Yes"	"1"	274
	"Georgia"	"13"	"2018"	"2018"	"No"	"2"	125637
	"Georgia"	"13"	"2018"	"2018"	"Unknown or Not Stated"	"9"	261
	"Georgia"	"13"	"2018"	"2018"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2019"	"2019"	"Yes"	"1"	286
	"Georgia"	"13"	"2019"	"2019"	"No"	"2"	125884
	"Georgia"	"13"	"2019"	"2019"	"Unknown or Not Stated"	"9"	201
	"Georgia"	"13"	"2019"	"2019"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2020"	"2020"	"Yes"	"1"	218
	"Georgia"	"13"	"2020"	"2020"	"No"	"2"	122112
	"Georgia"	"13"	"2020"	"2020"	"Unknown or Not Stated"	"9"	143
	"Georgia"	"13"	"2020"	"2020"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2021"	"2021"	"Yes"	"1"	239
	"Georgia"	"13"	"2021"	"2021"	"No"	"2"	123665
	"Georgia"	"13"	"2021"	"2021"	"Unknown or Not Stated"	"9"	169
	"Georgia"	"13"	"2021"	"2021"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2022"	"2022"	"Yes"	"1"	213
	"Georgia"	"13"	"2022"	"2022"	"No"	"2"	125710
	"Georgia"	"13"	"2022"	"2022"	"Unknown or Not Stated"	"9"	207
	"Georgia"	"13"	"2022"	"2022"	"Not Reported"	"10"	0
	"Georgia"	"13"	"2023"	"2023"	"Yes"	"1"	188
	"Georgia"	"13"	"2023"	"2023"	"No"	"2"	124747
	"Georgia"	"13"	"2023"	"2023"	"Unknown or Not Stated"	"9"	185
	"Georgia"	"13"	"2023"	"2023"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2010"	"2010"	"Yes"	"1"	298
	"Illinois"	"17"	"2010"	"2010"	"No"	"2"	163158
	"Illinois"	"17"	"2010"	"2010"	"Unknown or Not Stated"	"9"	1744
	"Illinois"	"17"	"2010"	"2010"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2011"	"2011"	"Yes"	"1"	214
	"Illinois"	"17"	"2011"	"2011"	"No"	"2"	160421
	"Illinois"	"17"	"2011"	"2011"	"Unknown or Not Stated"	"9"	677
	"Illinois"	"17"	"2011"	"2011"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2012"	"2012"	"Yes"	"1"	190
	"Illinois"	"17"	"2012"	"2012"	"No"	"2"	157970
	"Illinois"	"17"	"2012"	"2012"	"Unknown or Not Stated"	"9"	1000
	"Illinois"	"17"	"2012"	"2012"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2013"	"2013"	"Yes"	"1"	170
	"Illinois"	"17"	"2013"	"2013"	"No"	"2"	155995
	"Illinois"	"17"	"2013"	"2013"	"Unknown or Not Stated"	"9"	766
	"Illinois"	"17"	"2013"	"2013"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2014"	"2014"	"Yes"	"1"	157
	"Illinois"	"17"	"2014"	"2014"	"No"	"2"	157562
	"Illinois"	"17"	"2014"	"2014"	"Unknown or Not Stated"	"9"	837
	"Illinois"	"17"	"2014"	"2014"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2015"	"2015"	"Yes"	"1"	178
	"Illinois"	"17"	"2015"	"2015"	"No"	"2"	157760
	"Illinois"	"17"	"2015"	"2015"	"Unknown or Not Stated"	"9"	178
	"Illinois"	"17"	"2015"	"2015"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2016"	"2016"	"Yes"	"1"	233
	"Illinois"	"17"	"2016"	"2016"	"No"	"2"	153986
	"Illinois"	"17"	"2016"	"2016"	"Unknown or Not Stated"	"9"	226
	"Illinois"	"17"	"2016"	"2016"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2017"	"2017"	"Yes"	"1"	292
	"Illinois"	"17"	"2017"	"2017"	"No"	"2"	148733
	"Illinois"	"17"	"2017"	"2017"	"Unknown or Not Stated"	"9"	365
	"Illinois"	"17"	"2017"	"2017"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2018"	"2018"	"Yes"	"1"	228
	"Illinois"	"17"	"2018"	"2018"	"No"	"2"	144334
	"Illinois"	"17"	"2018"	"2018"	"Unknown or Not Stated"	"9"	253
	"Illinois"	"17"	"2018"	"2018"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2019"	"2019"	"Yes"	"1"	192
	"Illinois"	"17"	"2019"	"2019"	"No"	"2"	139814
	"Illinois"	"17"	"2019"	"2019"	"Unknown or Not Stated"	"9"	122
	"Illinois"	"17"	"2019"	"2019"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2020"	"2020"	"Yes"	"1"	141
	"Illinois"	"17"	"2020"	"2020"	"No"	"2"	132989
	"Illinois"	"17"	"2020"	"2020"	"Unknown or Not Stated"	"9"	168
	"Illinois"	"17"	"2020"	"2020"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2021"	"2021"	"Yes"	"1"	108
	"Illinois"	"17"	"2021"	"2021"	"No"	"2"	131958
	"Illinois"	"17"	"2021"	"2021"	"Unknown or Not Stated"	"9"	123
	"Illinois"	"17"	"2021"	"2021"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2022"	"2022"	"Yes"	"1"	132
	"Illinois"	"17"	"2022"	"2022"	"No"	"2"	128076
	"Illinois"	"17"	"2022"	"2022"	"Unknown or Not Stated"	"9"	142
	"Illinois"	"17"	"2022"	"2022"	"Not Reported"	"10"	0
	"Illinois"	"17"	"2023"	"2023"	"Yes"	"1"	129
	"Illinois"	"17"	"2023"	"2023"	"No"	"2"	124569
	"Illinois"	"17"	"2023"	"2023"	"Unknown or Not Stated"	"9"	122
	"Illinois"	"17"	"2023"	"2023"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2010"	"2010"	"Yes"	"1"	115
	"Indiana"	"18"	"2010"	"2010"	"No"	"2"	83815
	"Indiana"	"18"	"2010"	"2010"	"Unknown or Not Stated"	"9"	10
	"Indiana"	"18"	"2010"	"2010"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2011"	"2011"	"Yes"	"1"	138
	"Indiana"	"18"	"2011"	"2011"	"No"	"2"	83551
	"Indiana"	"18"	"2011"	"2011"	"Unknown or Not Stated"	"9"	12
	"Indiana"	"18"	"2011"	"2011"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2012"	"2012"	"Yes"	"1"	150
	"Indiana"	"18"	"2012"	"2012"	"No"	"2"	83072
	"Indiana"	"18"	"2012"	"2012"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2013"	"2013"	"Yes"	"1"	166
	"Indiana"	"18"	"2013"	"2013"	"No"	"2"	82931
	"Indiana"	"18"	"2013"	"2013"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2014"	"2014"	"Yes"	"1"	147
	"Indiana"	"18"	"2014"	"2014"	"No"	"2"	83931
	"Indiana"	"18"	"2014"	"2014"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2015"	"2015"	"Yes"	"1"	154
	"Indiana"	"18"	"2015"	"2015"	"No"	"2"	83884
	"Indiana"	"18"	"2015"	"2015"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2016"	"2016"	"Yes"	"1"	154
	"Indiana"	"18"	"2016"	"2016"	"No"	"2"	82933
	"Indiana"	"18"	"2016"	"2016"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2017"	"2017"	"Yes"	"1"	135
	"Indiana"	"18"	"2017"	"2017"	"No"	"2"	82025
	"Indiana"	"18"	"2017"	"2017"	"Unknown or Not Stated"	"9"	10
	"Indiana"	"18"	"2017"	"2017"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2018"	"2018"	"Yes"	"1"	127
	"Indiana"	"18"	"2018"	"2018"	"No"	"2"	81510
	"Indiana"	"18"	"2018"	"2018"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2019"	"2019"	"Yes"	"1"	104
	"Indiana"	"18"	"2019"	"2019"	"No"	"2"	80751
	"Indiana"	"18"	"2019"	"2019"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2020"	"2020"	"Yes"	"1"	109
	"Indiana"	"18"	"2020"	"2020"	"No"	"2"	78460
	"Indiana"	"18"	"2020"	"2020"	"Unknown or Not Stated"	"9"	47
	"Indiana"	"18"	"2020"	"2020"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2021"	"2021"	"Yes"	"1"	139
	"Indiana"	"18"	"2021"	"2021"	"No"	"2"	79346
	"Indiana"	"18"	"2021"	"2021"	"Unknown or Not Stated"	"9"	461
	"Indiana"	"18"	"2021"	"2021"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2022"	"2022"	"Yes"	"1"	134
	"Indiana"	"18"	"2022"	"2022"	"No"	"2"	79120
	"Indiana"	"18"	"2022"	"2022"	"Unknown or Not Stated"	"9"	395
	"Indiana"	"18"	"2022"	"2022"	"Not Reported"	"10"	0
	"Indiana"	"18"	"2023"	"2023"	"Yes"	"1"	103
	"Indiana"	"18"	"2023"	"2023"	"No"	"2"	78393
	"Indiana"	"18"	"2023"	"2023"	"Unknown or Not Stated"	"9"	504
	"Indiana"	"18"	"2023"	"2023"	"Not Reported"	"10"	0
	"Maryland"	"24"	"2010"	"2010"	"Yes"	"1"	399
	"Maryland"	"24"	"2010"	"2010"	"No"	"2"	73295
	"Maryland"	"24"	"2010"	"2010"	"Unknown or Not Stated"	"9"	107
	"Maryland"	"24"	"2010"	"2010"	"Not Reported"	"10"	0
	"Maryland"	"24"	"2011"	"2011"	"Yes"	"1"	440
	"Maryland"	"24"	"2011"	"2011"	"No"	"2"	72524
	"Maryland"	"24"	"2011"	"2011"	"Unknown or Not Stated"	"9"	129
	"Maryland"	"24"	"2011"	"2011"	"Not Reported"	"10"	0
	"Maryland"	"24"	"2012"	"2012"	"Yes"	"1"	444
	"Maryland"	"24"	"2012"	"2012"	"No"	"2"	72359
	"Maryland"	"24"	"2012"	"2012"	"Unknown or Not Stated"	"9"	80
	"Maryland"	"24"	"2012"	"2012"	"Not Reported"	"10"	0
	"Maryland"	"24"	"2013"	"2013"	"Yes"	"1"	460
	"Maryland"	"24"	"2013"	"2013"	"No"	"2"	71371
	"Maryland"	"24"	"2013"	"2013"	"Unknown or Not Stated"	"9"	122
	"Maryland"	"24"	"2013"	"2013"	"Not Reported"	"10"	0
	"Maryland"	"24"	"2014"	"2014"	"Yes"	"1"	435
	"Maryland"	"24"	"2014"	"2014"	"No"	"2"	73407
	"Maryland"	"24"	"2014"	"2014"	"Unknown or Not Stated"	"9"	79
	"Maryland"	"24"	"2014"	"2014"	"Not Reported"	"10"	0
	"Maryland"	"24"	"2015"	"2015"	"Yes"	"1"	281
	"Maryland"	"24"	"2015"	"2015"	"No"	"2"	73332
	"Maryland"	"24"	"2015"	"2015"	"Not Reported"	"10"	0
	"Maryland"	"24"	"2016"	"2016"	"Yes"	"1"	215
	"Maryland"	"24"	"2016"	"2016"	"No"	"2"	72910
	"Maryland"	"24"	"2016"	"2016"	"Unknown or Not Stated"	"9"	11
	"Maryland"	"24"	"2016"	"2016"	"Not Reported"	"10"	0
	"Maryland"	"24"	"2017"	"2017"	"Yes"	"1"	145
	"Maryland"	"24"	"2017"	"2017"	"No"	"2"	71427
	"Maryland"	"24"	"2017"	"2017"	"Unknown or Not Stated"	"9"	69
	"Maryland"	"24"	"2017"	"2017"	"Not Reported"	"10"	0
	"Maryland"	"24"	"2018"	"2018"	"Yes"	"1"	136
	"Maryland"	"24"	"2018"	"2018"	"No"	"2"	70902
	"Maryland"	"24"	"2018"	"2018"	"Unknown or Not Stated"	"9"	42
	"Maryland"	"24"	"2018"	"2018"	"Not Reported"	"10"	0
	"Maryland"	"24"	"2019"	"2019"	"Yes"	"1"	161
	"Maryland"	"24"	"2019"	"2019"	"No"	"2"	69977
	"Maryland"	"24"	"2019"	"2019"	"Unknown or Not Stated"	"9"	40
