"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Marital Status"	"Marital Status Code"	Births
	"Arkansas"	"05"	"2013"	"2013"	"Married"	"1"	20798
	"Arkansas"	"05"	"2013"	"2013"	"Unmarried"	"2"	17034
	"Arkansas"	"05"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Arkansas"	"05"	"2014"	"2014"	"Married"	"1"	21586
	"Arkansas"	"05"	"2014"	"2014"	"Unmarried"	"2"	16925
	"Arkansas"	"05"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Arkansas"	"05"	"2015"	"2015"	"Married"	"1"	21384
	"Arkansas"	"05"	"2015"	"2015"	"Unmarried"	"2"	17502
	"Arkansas"	"05"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Arkansas"	"05"	"2016"	"2016"	"Married"	"1"	21238
	"Arkansas"	"05"	"2016"	"2016"	"Unmarried"	"2"	17036
	"Arkansas"	"05"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Arkansas"	"05"	"2017"	"2017"	"Married"	"1"	20441
	"Arkansas"	"05"	"2017"	"2017"	"Unmarried"	"2"	17072
	"Arkansas"	"05"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2017"	"2017"	"Not Reported"	"NR"	Suppressed
	"Arkansas"	"05"	"2018"	"2018"	"Married"	"1"	20217
	"Arkansas"	"05"	"2018"	"2018"	"Unmarried"	"2"	16795
	"Arkansas"	"05"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2018"	"2018"	"Not Reported"	"NR"	Suppressed
	"Arkansas"	"05"	"2019"	"2019"	"Married"	"1"	19451
	"Arkansas"	"05"	"2019"	"2019"	"Unmarried"	"2"	17107
	"Arkansas"	"05"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2019"	"2019"	"Not Reported"	"NR"	Suppressed
	"Arkansas"	"05"	"2020"	"2020"	"Married"	"1"	18753
	"Arkansas"	"05"	"2020"	"2020"	"Unmarried"	"2"	16495
	"Arkansas"	"05"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2020"	"2020"	"Not Reported"	"NR"	Suppressed
	"Arkansas"	"05"	"2021"	"2021"	"Married"	"1"	19305
	"Arkansas"	"05"	"2021"	"2021"	"Unmarried"	"2"	16654
	"Arkansas"	"05"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2021"	"2021"	"Not Reported"	"NR"	Suppressed
	"Arkansas"	"05"	"2022"	"2022"	"Married"	"1"	19406
	"Arkansas"	"05"	"2022"	"2022"	"Unmarried"	"2"	16041
	"Arkansas"	"05"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2022"	"2022"	"Not Reported"	"NR"	24
	"Arkansas"	"05"	"2023"	"2023"	"Married"	"1"	19014
	"Arkansas"	"05"	"2023"	"2023"	"Unmarried"	"2"	16244
	"Arkansas"	"05"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Arkansas"	"05"	"2023"	"2023"	"Not Reported"	"NR"	Suppressed
	"California"	"06"	"2010"	"2010"	"Married"	"1"	303625
	"California"	"06"	"2010"	"2010"	"Unmarried"	"2"	206573
	"California"	"06"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2010"	"2010"	"Not Reported"	"NR"	0
	"California"	"06"	"2011"	"2011"	"Married"	"1"	299431
	"California"	"06"	"2011"	"2011"	"Unmarried"	"2"	202689
	"California"	"06"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2011"	"2011"	"Not Reported"	"NR"	0
	"California"	"06"	"2012"	"2012"	"Married"	"1"	301729
	"California"	"06"	"2012"	"2012"	"Unmarried"	"2"	202026
	"California"	"06"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2012"	"2012"	"Not Reported"	"NR"	0
	"California"	"06"	"2013"	"2013"	"Married"	"1"	298406
	"California"	"06"	"2013"	"2013"	"Unmarried"	"2"	196299
	"California"	"06"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2013"	"2013"	"Not Reported"	"NR"	0
	"California"	"06"	"2014"	"2014"	"Married"	"1"	307919
	"California"	"06"	"2014"	"2014"	"Unmarried"	"2"	194960
	"California"	"06"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2014"	"2014"	"Not Reported"	"NR"	0
	"California"	"06"	"2015"	"2015"	"Married"	"1"	300758
	"California"	"06"	"2015"	"2015"	"Unmarried"	"2"	190990
	"California"	"06"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2015"	"2015"	"Not Reported"	"NR"	0
	"California"	"06"	"2016"	"2016"	"Married"	"1"	301976
	"California"	"06"	"2016"	"2016"	"Unmarried"	"2"	186851
	"California"	"06"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2016"	"2016"	"Not Reported"	"NR"	0
	"California"	"06"	"2017"	"2017"	"Married"	"1"	686
	"California"	"06"	"2017"	"2017"	"Unmarried"	"2"	435
	"California"	"06"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2017"	"2017"	"Not Reported"	"NR"	470537
	"California"	"06"	"2018"	"2018"	"Married"	"1"	0
	"California"	"06"	"2018"	"2018"	"Unmarried"	"2"	0
	"California"	"06"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2018"	"2018"	"Not Reported"	"NR"	454920
	"California"	"06"	"2019"	"2019"	"Married"	"1"	0
	"California"	"06"	"2019"	"2019"	"Unmarried"	"2"	0
	"California"	"06"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2019"	"2019"	"Not Reported"	"NR"	446479
	"California"	"06"	"2020"	"2020"	"Married"	"1"	0
	"California"	"06"	"2020"	"2020"	"Unmarried"	"2"	0
	"California"	"06"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2020"	"2020"	"Not Reported"	"NR"	420259
	"California"	"06"	"2021"	"2021"	"Married"	"1"	0
	"California"	"06"	"2021"	"2021"	"Unmarried"	"2"	0
	"California"	"06"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2021"	"2021"	"Not Reported"	"NR"	420608
	"California"	"06"	"2022"	"2022"	"Married"	"1"	0
	"California"	"06"	"2022"	"2022"	"Unmarried"	"2"	0
	"California"	"06"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2022"	"2022"	"Not Reported"	"NR"	419104
	"California"	"06"	"2023"	"2023"	"Married"	"1"	0
	"California"	"06"	"2023"	"2023"	"Unmarried"	"2"	0
	"California"	"06"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"California"	"06"	"2023"	"2023"	"Not Reported"	"NR"	400108
	"Florida"	"12"	"2010"	"2010"	"Married"	"1"	112762
	"Florida"	"12"	"2010"	"2010"	"Unmarried"	"2"	101828
	"Florida"	"12"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2010"	"2010"	"Not Reported"	"NR"	0
	"Florida"	"12"	"2011"	"2011"	"Married"	"1"	111869
	"Florida"	"12"	"2011"	"2011"	"Unmarried"	"2"	101545
	"Florida"	"12"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2011"	"2011"	"Not Reported"	"NR"	0
	"Florida"	"12"	"2012"	"2012"	"Married"	"1"	110987
	"Florida"	"12"	"2012"	"2012"	"Unmarried"	"2"	102161
	"Florida"	"12"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2012"	"2012"	"Not Reported"	"NR"	0
	"Florida"	"12"	"2013"	"2013"	"Married"	"1"	112021
	"Florida"	"12"	"2013"	"2013"	"Unmarried"	"2"	103386
	"Florida"	"12"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Florida"	"12"	"2014"	"2014"	"Married"	"1"	114569
	"Florida"	"12"	"2014"	"2014"	"Unmarried"	"2"	105422
	"Florida"	"12"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Florida"	"12"	"2015"	"2015"	"Married"	"1"	117144
	"Florida"	"12"	"2015"	"2015"	"Unmarried"	"2"	107125
	"Florida"	"12"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Florida"	"12"	"2016"	"2016"	"Married"	"1"	119485
	"Florida"	"12"	"2016"	"2016"	"Unmarried"	"2"	105537
	"Florida"	"12"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Florida"	"12"	"2017"	"2017"	"Married"	"1"	118553
	"Florida"	"12"	"2017"	"2017"	"Unmarried"	"2"	105023
	"Florida"	"12"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2017"	"2017"	"Not Reported"	"NR"	54
	"Florida"	"12"	"2018"	"2018"	"Married"	"1"	118750
	"Florida"	"12"	"2018"	"2018"	"Unmarried"	"2"	102751
	"Florida"	"12"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2018"	"2018"	"Not Reported"	"NR"	41
	"Florida"	"12"	"2019"	"2019"	"Married"	"1"	117419
	"Florida"	"12"	"2019"	"2019"	"Unmarried"	"2"	102543
	"Florida"	"12"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2019"	"2019"	"Not Reported"	"NR"	40
	"Florida"	"12"	"2020"	"2020"	"Married"	"1"	110572
	"Florida"	"12"	"2020"	"2020"	"Unmarried"	"2"	99043
	"Florida"	"12"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2020"	"2020"	"Not Reported"	"NR"	56
	"Florida"	"12"	"2021"	"2021"	"Married"	"1"	115592
	"Florida"	"12"	"2021"	"2021"	"Unmarried"	"2"	100617
	"Florida"	"12"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2021"	"2021"	"Not Reported"	"NR"	51
	"Florida"	"12"	"2022"	"2022"	"Married"	"1"	120816
	"Florida"	"12"	"2022"	"2022"	"Unmarried"	"2"	103570
	"Florida"	"12"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2022"	"2022"	"Not Reported"	"NR"	47
	"Florida"	"12"	"2023"	"2023"	"Married"	"1"	119959
	"Florida"	"12"	"2023"	"2023"	"Unmarried"	"2"	101399
	"Florida"	"12"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Florida"	"12"	"2023"	"2023"	"Not Reported"	"NR"	52
	"Georgia"	"13"	"2010"	"2010"	"Married"	"1"	72548
	"Georgia"	"13"	"2010"	"2010"	"Unmarried"	"2"	61399
	"Georgia"	"13"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2010"	"2010"	"Not Reported"	"NR"	0
	"Georgia"	"13"	"2011"	"2011"	"Married"	"1"	72240
	"Georgia"	"13"	"2011"	"2011"	"Unmarried"	"2"	60169
	"Georgia"	"13"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2011"	"2011"	"Not Reported"	"NR"	0
	"Georgia"	"13"	"2012"	"2012"	"Married"	"1"	71432
	"Georgia"	"13"	"2012"	"2012"	"Unmarried"	"2"	58848
	"Georgia"	"13"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2012"	"2012"	"Not Reported"	"NR"	0
	"Georgia"	"13"	"2013"	"2013"	"Married"	"1"	70301
	"Georgia"	"13"	"2013"	"2013"	"Unmarried"	"2"	58447
	"Georgia"	"13"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Georgia"	"13"	"2014"	"2014"	"Married"	"1"	71531
	"Georgia"	"13"	"2014"	"2014"	"Unmarried"	"2"	59415
	"Georgia"	"13"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Georgia"	"13"	"2015"	"2015"	"Married"	"1"	72017
	"Georgia"	"13"	"2015"	"2015"	"Unmarried"	"2"	59387
	"Georgia"	"13"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Georgia"	"13"	"2016"	"2016"	"Married"	"1"	71647
	"Georgia"	"13"	"2016"	"2016"	"Unmarried"	"2"	58395
	"Georgia"	"13"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Georgia"	"13"	"2017"	"2017"	"Married"	"1"	71166
	"Georgia"	"13"	"2017"	"2017"	"Unmarried"	"2"	58060
	"Georgia"	"13"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2017"	"2017"	"Not Reported"	"NR"	17
	"Georgia"	"13"	"2018"	"2018"	"Married"	"1"	69192
	"Georgia"	"13"	"2018"	"2018"	"Unmarried"	"2"	56966
	"Georgia"	"13"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2018"	"2018"	"Not Reported"	"NR"	14
	"Georgia"	"13"	"2019"	"2019"	"Married"	"1"	68700
	"Georgia"	"13"	"2019"	"2019"	"Unmarried"	"2"	57656
	"Georgia"	"13"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2019"	"2019"	"Not Reported"	"NR"	15
	"Georgia"	"13"	"2020"	"2020"	"Married"	"1"	65784
	"Georgia"	"13"	"2020"	"2020"	"Unmarried"	"2"	56672
	"Georgia"	"13"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2020"	"2020"	"Not Reported"	"NR"	17
	"Georgia"	"13"	"2021"	"2021"	"Married"	"1"	67040
	"Georgia"	"13"	"2021"	"2021"	"Unmarried"	"2"	57025
	"Georgia"	"13"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2021"	"2021"	"Not Reported"	"NR"	Suppressed
	"Georgia"	"13"	"2022"	"2022"	"Married"	"1"	68698
	"Georgia"	"13"	"2022"	"2022"	"Unmarried"	"2"	57417
	"Georgia"	"13"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2022"	"2022"	"Not Reported"	"NR"	15
	"Georgia"	"13"	"2023"	"2023"	"Married"	"1"	67131
	"Georgia"	"13"	"2023"	"2023"	"Unmarried"	"2"	57981
	"Georgia"	"13"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Georgia"	"13"	"2023"	"2023"	"Not Reported"	"NR"	Suppressed
	"Illinois"	"17"	"2010"	"2010"	"Married"	"1"	98293
	"Illinois"	"17"	"2010"	"2010"	"Unmarried"	"2"	66907
	"Illinois"	"17"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2010"	"2010"	"Not Reported"	"NR"	0
	"Illinois"	"17"	"2011"	"2011"	"Married"	"1"	96811
	"Illinois"	"17"	"2011"	"2011"	"Unmarried"	"2"	64501
	"Illinois"	"17"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2011"	"2011"	"Not Reported"	"NR"	0
	"Illinois"	"17"	"2012"	"2012"	"Married"	"1"	94863
	"Illinois"	"17"	"2012"	"2012"	"Unmarried"	"2"	64297
	"Illinois"	"17"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2012"	"2012"	"Not Reported"	"NR"	0
	"Illinois"	"17"	"2013"	"2013"	"Married"	"1"	93599
	"Illinois"	"17"	"2013"	"2013"	"Unmarried"	"2"	63332
	"Illinois"	"17"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Illinois"	"17"	"2014"	"2014"	"Married"	"1"	95001
	"Illinois"	"17"	"2014"	"2014"	"Unmarried"	"2"	63555
	"Illinois"	"17"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Illinois"	"17"	"2015"	"2015"	"Married"	"1"	94169
	"Illinois"	"17"	"2015"	"2015"	"Unmarried"	"2"	63947
	"Illinois"	"17"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Illinois"	"17"	"2016"	"2016"	"Married"	"1"	93153
	"Illinois"	"17"	"2016"	"2016"	"Unmarried"	"2"	61292
	"Illinois"	"17"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Illinois"	"17"	"2017"	"2017"	"Married"	"1"	89978
	"Illinois"	"17"	"2017"	"2017"	"Unmarried"	"2"	59396
	"Illinois"	"17"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2017"	"2017"	"Not Reported"	"NR"	16
	"Illinois"	"17"	"2018"	"2018"	"Married"	"1"	87845
	"Illinois"	"17"	"2018"	"2018"	"Unmarried"	"2"	56946
	"Illinois"	"17"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2018"	"2018"	"Not Reported"	"NR"	24
	"Illinois"	"17"	"2019"	"2019"	"Married"	"1"	84773
	"Illinois"	"17"	"2019"	"2019"	"Unmarried"	"2"	55336
	"Illinois"	"17"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2019"	"2019"	"Not Reported"	"NR"	19
	"Illinois"	"17"	"2020"	"2020"	"Married"	"1"	79269
	"Illinois"	"17"	"2020"	"2020"	"Unmarried"	"2"	54022
	"Illinois"	"17"	"2020"	"2020"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2020"	"2020"	"Not Reported"	"NR"	Suppressed
	"Illinois"	"17"	"2021"	"2021"	"Married"	"1"	79905
	"Illinois"	"17"	"2021"	"2021"	"Unmarried"	"2"	52263
	"Illinois"	"17"	"2021"	"2021"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2021"	"2021"	"Not Reported"	"NR"	21
	"Illinois"	"17"	"2022"	"2022"	"Married"	"1"	77794
	"Illinois"	"17"	"2022"	"2022"	"Unmarried"	"2"	50535
	"Illinois"	"17"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2022"	"2022"	"Not Reported"	"NR"	21
	"Illinois"	"17"	"2023"	"2023"	"Married"	"1"	75238
	"Illinois"	"17"	"2023"	"2023"	"Unmarried"	"2"	49556
	"Illinois"	"17"	"2023"	"2023"	"Unknown or Not Stated"	"9"	0
	"Illinois"	"17"	"2023"	"2023"	"Not Reported"	"NR"	26
	"Indiana"	"18"	"2010"	"2010"	"Married"	"1"	47813
	"Indiana"	"18"	"2010"	"2010"	"Unmarried"	"2"	36127
	"Indiana"	"18"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2010"	"2010"	"Not Reported"	"NR"	0
	"Indiana"	"18"	"2011"	"2011"	"Married"	"1"	47927
	"Indiana"	"18"	"2011"	"2011"	"Unmarried"	"2"	35774
	"Indiana"	"18"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2011"	"2011"	"Not Reported"	"NR"	0
	"Indiana"	"18"	"2012"	"2012"	"Married"	"1"	47279
	"Indiana"	"18"	"2012"	"2012"	"Unmarried"	"2"	35948
	"Indiana"	"18"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2012"	"2012"	"Not Reported"	"NR"	0
	"Indiana"	"18"	"2013"	"2013"	"Married"	"1"	47125
	"Indiana"	"18"	"2013"	"2013"	"Unmarried"	"2"	35977
	"Indiana"	"18"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2013"	"2013"	"Not Reported"	"NR"	0
	"Indiana"	"18"	"2014"	"2014"	"Married"	"1"	47671
	"Indiana"	"18"	"2014"	"2014"	"Unmarried"	"2"	36409
	"Indiana"	"18"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2014"	"2014"	"Not Reported"	"NR"	0
	"Indiana"	"18"	"2015"	"2015"	"Married"	"1"	47691
	"Indiana"	"18"	"2015"	"2015"	"Unmarried"	"2"	36349
	"Indiana"	"18"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2015"	"2015"	"Not Reported"	"NR"	0
	"Indiana"	"18"	"2016"	"2016"	"Married"	"1"	47643
	"Indiana"	"18"	"2016"	"2016"	"Unmarried"	"2"	35448
	"Indiana"	"18"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2016"	"2016"	"Not Reported"	"NR"	0
	"Indiana"	"18"	"2017"	"2017"	"Married"	"1"	47022
	"Indiana"	"18"	"2017"	"2017"	"Unmarried"	"2"	35142
	"Indiana"	"18"	"2017"	"2017"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2017"	"2017"	"Not Reported"	"NR"	Suppressed
	"Indiana"	"18"	"2018"	"2018"	"Married"	"1"	46336
	"Indiana"	"18"	"2018"	"2018"	"Unmarried"	"2"	35303
	"Indiana"	"18"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2018"	"2018"	"Not Reported"	"NR"	Suppressed
	"Indiana"	"18"	"2019"	"2019"	"Married"	"1"	45672
	"Indiana"	"18"	"2019"	"2019"	"Unmarried"	"2"	35180
	"Indiana"	"18"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"Indiana"	"18"	"2019"	"2019"	"Not Reported"	"NR"	Suppressed
