"Notes"	"State"	"State Code"	"Year"	"Year Code"	"OE Gestational Age 10"	"OE Gestational Age 10 Code"	Births
	"Arizona"	"04"	"2013"	"2013"	"41 weeks"	"08"	4787
	"Arizona"	"04"	"2013"	"2013"	"42 weeks or more"	"09"	261
	"Arizona"	"04"	"2013"	"2013"	"Unknown or Not Stated"	"10"	43
	"Arizona"	"04"	"2014"	"2014"	"Under 20 weeks"	"01"	35
	"Arizona"	"04"	"2014"	"2014"	"20 - 27 weeks"	"02"	474
	"Arizona"	"04"	"2014"	"2014"	"28 - 31 weeks"	"03"	664
	"Arizona"	"04"	"2014"	"2014"	"32 - 35 weeks"	"04"	3440
	"Arizona"	"04"	"2014"	"2014"	"36 weeks"	"05"	3206
	"Arizona"	"04"	"2014"	"2014"	"37 - 39 weeks"	"06"	55382
	"Arizona"	"04"	"2014"	"2014"	"40 weeks"	"07"	17920
	"Arizona"	"04"	"2014"	"2014"	"41 weeks"	"08"	5388
	"Arizona"	"04"	"2014"	"2014"	"42 weeks or more"	"09"	290
	"Arizona"	"04"	"2014"	"2014"	"Unknown or Not Stated"	"10"	88
	"Arizona"	"04"	"2015"	"2015"	"Under 20 weeks"	"01"	34
	"Arizona"	"04"	"2015"	"2015"	"20 - 27 weeks"	"02"	416
	"Arizona"	"04"	"2015"	"2015"	"28 - 31 weeks"	"03"	671
	"Arizona"	"04"	"2015"	"2015"	"32 - 35 weeks"	"04"	3389
	"Arizona"	"04"	"2015"	"2015"	"36 weeks"	"05"	3214
	"Arizona"	"04"	"2015"	"2015"	"37 - 39 weeks"	"06"	54675
	"Arizona"	"04"	"2015"	"2015"	"40 weeks"	"07"	17381
	"Arizona"	"04"	"2015"	"2015"	"41 weeks"	"08"	5197
	"Arizona"	"04"	"2015"	"2015"	"42 weeks or more"	"09"	286
	"Arizona"	"04"	"2015"	"2015"	"Unknown or Not Stated"	"10"	88
	"Arizona"	"04"	"2016"	"2016"	"Under 20 weeks"	"01"	30
	"Arizona"	"04"	"2016"	"2016"	"20 - 27 weeks"	"02"	452
	"Arizona"	"04"	"2016"	"2016"	"28 - 31 weeks"	"03"	637
	"Arizona"	"04"	"2016"	"2016"	"32 - 35 weeks"	"04"	3331
	"Arizona"	"04"	"2016"	"2016"	"36 weeks"	"05"	3204
	"Arizona"	"04"	"2016"	"2016"	"37 - 39 weeks"	"06"	54292
	"Arizona"	"04"	"2016"	"2016"	"40 weeks"	"07"	17118
	"Arizona"	"04"	"2016"	"2016"	"41 weeks"	"08"	5133
	"Arizona"	"04"	"2016"	"2016"	"42 weeks or more"	"09"	231
	"Arizona"	"04"	"2016"	"2016"	"Unknown or Not Stated"	"10"	92
	"Arizona"	"04"	"2017"	"2017"	"Under 20 weeks"	"01"	25
	"Arizona"	"04"	"2017"	"2017"	"20 - 27 weeks"	"02"	437
	"Arizona"	"04"	"2017"	"2017"	"28 - 31 weeks"	"03"	628
	"Arizona"	"04"	"2017"	"2017"	"32 - 35 weeks"	"04"	3342
	"Arizona"	"04"	"2017"	"2017"	"36 weeks"	"05"	3146
	"Arizona"	"04"	"2017"	"2017"	"37 - 39 weeks"	"06"	52693
	"Arizona"	"04"	"2017"	"2017"	"40 weeks"	"07"	16335
	"Arizona"	"04"	"2017"	"2017"	"41 weeks"	"08"	4930
	"Arizona"	"04"	"2017"	"2017"	"42 weeks or more"	"09"	213
	"Arizona"	"04"	"2017"	"2017"	"Unknown or Not Stated"	"10"	123
	"Arizona"	"04"	"2018"	"2018"	"Under 20 weeks"	"01"	18
	"Arizona"	"04"	"2018"	"2018"	"20 - 27 weeks"	"02"	446
	"Arizona"	"04"	"2018"	"2018"	"28 - 31 weeks"	"03"	663
	"Arizona"	"04"	"2018"	"2018"	"32 - 35 weeks"	"04"	3394
	"Arizona"	"04"	"2018"	"2018"	"36 weeks"	"05"	3152
	"Arizona"	"04"	"2018"	"2018"	"37 - 39 weeks"	"06"	52934
	"Arizona"	"04"	"2018"	"2018"	"40 weeks"	"07"	15417
	"Arizona"	"04"	"2018"	"2018"	"41 weeks"	"08"	4413
	"Arizona"	"04"	"2018"	"2018"	"42 weeks or more"	"09"	190
	"Arizona"	"04"	"2018"	"2018"	"Unknown or Not Stated"	"10"	96
	"Arizona"	"04"	"2019"	"2019"	"Under 20 weeks"	"01"	23
	"Arizona"	"04"	"2019"	"2019"	"20 - 27 weeks"	"02"	394
	"Arizona"	"04"	"2019"	"2019"	"28 - 31 weeks"	"03"	648
	"Arizona"	"04"	"2019"	"2019"	"32 - 35 weeks"	"04"	3279
	"Arizona"	"04"	"2019"	"2019"	"36 weeks"	"05"	3091
	"Arizona"	"04"	"2019"	"2019"	"37 - 39 weeks"	"06"	52862
	"Arizona"	"04"	"2019"	"2019"	"40 weeks"	"07"	14868
	"Arizona"	"04"	"2019"	"2019"	"41 weeks"	"08"	3998
	"Arizona"	"04"	"2019"	"2019"	"42 weeks or more"	"09"	160
	"Arizona"	"04"	"2019"	"2019"	"Unknown or Not Stated"	"10"	52
	"Arizona"	"04"	"2020"	"2020"	"Under 20 weeks"	"01"	24
	"Arizona"	"04"	"2020"	"2020"	"20 - 27 weeks"	"02"	405
	"Arizona"	"04"	"2020"	"2020"	"28 - 31 weeks"	"03"	554
	"Arizona"	"04"	"2020"	"2020"	"32 - 35 weeks"	"04"	3234
	"Arizona"	"04"	"2020"	"2020"	"36 weeks"	"05"	3072
	"Arizona"	"04"	"2020"	"2020"	"37 - 39 weeks"	"06"	50904
	"Arizona"	"04"	"2020"	"2020"	"40 weeks"	"07"	14328
	"Arizona"	"04"	"2020"	"2020"	"41 weeks"	"08"	4171
	"Arizona"	"04"	"2020"	"2020"	"42 weeks or more"	"09"	159
	"Arizona"	"04"	"2020"	"2020"	"Unknown or Not Stated"	"10"	96
	"Arizona"	"04"	"2021"	"2021"	"Under 20 weeks"	"01"	32
	"Arizona"	"04"	"2021"	"2021"	"20 - 27 weeks"	"02"	438
	"Arizona"	"04"	"2021"	"2021"	"28 - 31 weeks"	"03"	650
	"Arizona"	"04"	"2021"	"2021"	"32 - 35 weeks"	"04"	3475
	"Arizona"	"04"	"2021"	"2021"	"36 weeks"	"05"	3200
	"Arizona"	"04"	"2021"	"2021"	"37 - 39 weeks"	"06"	51526
	"Arizona"	"04"	"2021"	"2021"	"40 weeks"	"07"	14318
	"Arizona"	"04"	"2021"	"2021"	"41 weeks"	"08"	4066
	"Arizona"	"04"	"2021"	"2021"	"42 weeks or more"	"09"	153
	"Arizona"	"04"	"2021"	"2021"	"Unknown or Not Stated"	"10"	58
	"Arizona"	"04"	"2022"	"2022"	"Under 20 weeks"	"01"	34
	"Arizona"	"04"	"2022"	"2022"	"20 - 27 weeks"	"02"	404
	"Arizona"	"04"	"2022"	"2022"	"28 - 31 weeks"	"03"	627
	"Arizona"	"04"	"2022"	"2022"	"32 - 35 weeks"	"04"	3424
	"Arizona"	"04"	"2022"	"2022"	"36 weeks"	"05"	3240
	"Arizona"	"04"	"2022"	"2022"	"37 - 39 weeks"	"06"	51750
	"Arizona"	"04"	"2022"	"2022"	"40 weeks"	"07"	14481
	"Arizona"	"04"	"2022"	"2022"	"41 weeks"	"08"	4352
	"Arizona"	"04"	"2022"	"2022"	"42 weeks or more"	"09"	160
	"Arizona"	"04"	"2022"	"2022"	"Unknown or Not Stated"	"10"	75
	"Arizona"	"04"	"2023"	"2023"	"Under 20 weeks"	"01"	22
	"Arizona"	"04"	"2023"	"2023"	"20 - 27 weeks"	"02"	457
	"Arizona"	"04"	"2023"	"2023"	"28 - 31 weeks"	"03"	619
	"Arizona"	"04"	"2023"	"2023"	"32 - 35 weeks"	"04"	3488
	"Arizona"	"04"	"2023"	"2023"	"36 weeks"	"05"	3115
	"Arizona"	"04"	"2023"	"2023"	"37 - 39 weeks"	"06"	51682
	"Arizona"	"04"	"2023"	"2023"	"40 weeks"	"07"	14147
	"Arizona"	"04"	"2023"	"2023"	"41 weeks"	"08"	4321
	"Arizona"	"04"	"2023"	"2023"	"42 weeks or more"	"09"	168
	"Arizona"	"04"	"2023"	"2023"	"Unknown or Not Stated"	"10"	77
	"Arkansas"	"05"	"2010"	"2010"	"Under 20 weeks"	"01"	13
	"Arkansas"	"05"	"2010"	"2010"	"20 - 27 weeks"	"02"	265
	"Arkansas"	"05"	"2010"	"2010"	"28 - 31 weeks"	"03"	375
	"Arkansas"	"05"	"2010"	"2010"	"32 - 35 weeks"	"04"	1782
	"Arkansas"	"05"	"2010"	"2010"	"36 weeks"	"05"	1701
	"Arkansas"	"05"	"2010"	"2010"	"37 - 39 weeks"	"06"	25719
	"Arkansas"	"05"	"2010"	"2010"	"40 weeks"	"07"	6930
	"Arkansas"	"05"	"2010"	"2010"	"41 weeks"	"08"	1488
	"Arkansas"	"05"	"2010"	"2010"	"42 weeks or more"	"09"	152
	"Arkansas"	"05"	"2010"	"2010"	"Unknown or Not Stated"	"10"	115
	"Arkansas"	"05"	"2011"	"2011"	"Under 20 weeks"	"01"	17
	"Arkansas"	"05"	"2011"	"2011"	"20 - 27 weeks"	"02"	298
	"Arkansas"	"05"	"2011"	"2011"	"28 - 31 weeks"	"03"	421
	"Arkansas"	"05"	"2011"	"2011"	"32 - 35 weeks"	"04"	1798
	"Arkansas"	"05"	"2011"	"2011"	"36 weeks"	"05"	1628
	"Arkansas"	"05"	"2011"	"2011"	"37 - 39 weeks"	"06"	25691
	"Arkansas"	"05"	"2011"	"2011"	"40 weeks"	"07"	6923
	"Arkansas"	"05"	"2011"	"2011"	"41 weeks"	"08"	1648
	"Arkansas"	"05"	"2011"	"2011"	"42 weeks or more"	"09"	150
	"Arkansas"	"05"	"2011"	"2011"	"Unknown or Not Stated"	"10"	141
	"Arkansas"	"05"	"2012"	"2012"	"Under 20 weeks"	"01"	13
	"Arkansas"	"05"	"2012"	"2012"	"20 - 27 weeks"	"02"	303
	"Arkansas"	"05"	"2012"	"2012"	"28 - 31 weeks"	"03"	380
	"Arkansas"	"05"	"2012"	"2012"	"32 - 35 weeks"	"04"	1802
	"Arkansas"	"05"	"2012"	"2012"	"36 weeks"	"05"	1492
	"Arkansas"	"05"	"2012"	"2012"	"37 - 39 weeks"	"06"	25922
	"Arkansas"	"05"	"2012"	"2012"	"40 weeks"	"07"	6600
	"Arkansas"	"05"	"2012"	"2012"	"41 weeks"	"08"	1592
	"Arkansas"	"05"	"2012"	"2012"	"42 weeks or more"	"09"	115
	"Arkansas"	"05"	"2012"	"2012"	"Unknown or Not Stated"	"10"	128
	"Arkansas"	"05"	"2013"	"2013"	"Under 20 weeks"	"01"	11
	"Arkansas"	"05"	"2013"	"2013"	"20 - 27 weeks"	"02"	286
	"Arkansas"	"05"	"2013"	"2013"	"28 - 31 weeks"	"03"	376
	"Arkansas"	"05"	"2013"	"2013"	"32 - 35 weeks"	"04"	1682
	"Arkansas"	"05"	"2013"	"2013"	"36 weeks"	"05"	1470
	"Arkansas"	"05"	"2013"	"2013"	"37 - 39 weeks"	"06"	25333
	"Arkansas"	"05"	"2013"	"2013"	"40 weeks"	"07"	6625
	"Arkansas"	"05"	"2013"	"2013"	"41 weeks"	"08"	1738
	"Arkansas"	"05"	"2013"	"2013"	"42 weeks or more"	"09"	132
	"Arkansas"	"05"	"2013"	"2013"	"Unknown or Not Stated"	"10"	179
	"Arkansas"	"05"	"2014"	"2014"	"20 - 27 weeks"	"02"	261
	"Arkansas"	"05"	"2014"	"2014"	"28 - 31 weeks"	"03"	353
	"Arkansas"	"05"	"2014"	"2014"	"32 - 35 weeks"	"04"	1775
	"Arkansas"	"05"	"2014"	"2014"	"36 weeks"	"05"	1449
	"Arkansas"	"05"	"2014"	"2014"	"37 - 39 weeks"	"06"	25945
	"Arkansas"	"05"	"2014"	"2014"	"40 weeks"	"07"	7023
	"Arkansas"	"05"	"2014"	"2014"	"41 weeks"	"08"	1562
	"Arkansas"	"05"	"2014"	"2014"	"42 weeks or more"	"09"	105
	"Arkansas"	"05"	"2014"	"2014"	"Unknown or Not Stated"	"10"	31
	"Arkansas"	"05"	"2015"	"2015"	"20 - 27 weeks"	"02"	283
	"Arkansas"	"05"	"2015"	"2015"	"28 - 31 weeks"	"03"	400
	"Arkansas"	"05"	"2015"	"2015"	"32 - 35 weeks"	"04"	1891
	"Arkansas"	"05"	"2015"	"2015"	"36 weeks"	"05"	1627
	"Arkansas"	"05"	"2015"	"2015"	"37 - 39 weeks"	"06"	26373
	"Arkansas"	"05"	"2015"	"2015"	"40 weeks"	"07"	6648
	"Arkansas"	"05"	"2015"	"2015"	"41 weeks"	"08"	1527
	"Arkansas"	"05"	"2015"	"2015"	"42 weeks or more"	"09"	109
	"Arkansas"	"05"	"2015"	"2015"	"Unknown or Not Stated"	"10"	22
	"Arkansas"	"05"	"2016"	"2016"	"20 - 27 weeks"	"02"	276
	"Arkansas"	"05"	"2016"	"2016"	"28 - 31 weeks"	"03"	422
	"Arkansas"	"05"	"2016"	"2016"	"32 - 35 weeks"	"04"	1763
	"Arkansas"	"05"	"2016"	"2016"	"36 weeks"	"05"	1687
	"Arkansas"	"05"	"2016"	"2016"	"37 - 39 weeks"	"06"	25821
	"Arkansas"	"05"	"2016"	"2016"	"40 weeks"	"07"	6806
	"Arkansas"	"05"	"2016"	"2016"	"41 weeks"	"08"	1397
	"Arkansas"	"05"	"2016"	"2016"	"42 weeks or more"	"09"	70
	"Arkansas"	"05"	"2016"	"2016"	"Unknown or Not Stated"	"10"	23
	"Arkansas"	"05"	"2017"	"2017"	"Under 20 weeks"	"01"	17
	"Arkansas"	"05"	"2017"	"2017"	"20 - 27 weeks"	"02"	270
	"Arkansas"	"05"	"2017"	"2017"	"28 - 31 weeks"	"03"	386
	"Arkansas"	"05"	"2017"	"2017"	"32 - 35 weeks"	"04"	1886
	"Arkansas"	"05"	"2017"	"2017"	"36 weeks"	"05"	1709
	"Arkansas"	"05"	"2017"	"2017"	"37 - 39 weeks"	"06"	25585
	"Arkansas"	"05"	"2017"	"2017"	"40 weeks"	"07"	6271
	"Arkansas"	"05"	"2017"	"2017"	"41 weeks"	"08"	1315
	"Arkansas"	"05"	"2017"	"2017"	"42 weeks or more"	"09"	65
	"Arkansas"	"05"	"2017"	"2017"	"Unknown or Not Stated"	"10"	16
	"Arkansas"	"05"	"2018"	"2018"	"Under 20 weeks"	"01"	10
	"Arkansas"	"05"	"2018"	"2018"	"20 - 27 weeks"	"02"	256
	"Arkansas"	"05"	"2018"	"2018"	"28 - 31 weeks"	"03"	378
	"Arkansas"	"05"	"2018"	"2018"	"32 - 35 weeks"	"04"	1929
	"Arkansas"	"05"	"2018"	"2018"	"36 weeks"	"05"	1726
	"Arkansas"	"05"	"2018"	"2018"	"37 - 39 weeks"	"06"	25498
	"Arkansas"	"05"	"2018"	"2018"	"40 weeks"	"07"	5943
	"Arkansas"	"05"	"2018"	"2018"	"41 weeks"	"08"	1163
	"Arkansas"	"05"	"2018"	"2018"	"42 weeks or more"	"09"	89
	"Arkansas"	"05"	"2018"	"2018"	"Unknown or Not Stated"	"10"	26
	"Arkansas"	"05"	"2019"	"2019"	"Under 20 weeks"	"01"	18
	"Arkansas"	"05"	"2019"	"2019"	"20 - 27 weeks"	"02"	270
	"Arkansas"	"05"	"2019"	"2019"	"28 - 31 weeks"	"03"	405
	"Arkansas"	"05"	"2019"	"2019"	"32 - 35 weeks"	"04"	1885
	"Arkansas"	"05"	"2019"	"2019"	"36 weeks"	"05"	1784
	"Arkansas"	"05"	"2019"	"2019"	"37 - 39 weeks"	"06"	25723
	"Arkansas"	"05"	"2019"	"2019"	"40 weeks"	"07"	5487
	"Arkansas"	"05"	"2019"	"2019"	"41 weeks"	"08"	923
	"Arkansas"	"05"	"2019"	"2019"	"42 weeks or more"	"09"	62
	"Arkansas"	"05"	"2020"	"2020"	"Under 20 weeks"	"01"	15
	"Arkansas"	"05"	"2020"	"2020"	"20 - 27 weeks"	"02"	238
	"Arkansas"	"05"	"2020"	"2020"	"28 - 31 weeks"	"03"	352
	"Arkansas"	"05"	"2020"	"2020"	"32 - 35 weeks"	"04"	1922
	"Arkansas"	"05"	"2020"	"2020"	"36 weeks"	"05"	1615
	"Arkansas"	"05"	"2020"	"2020"	"37 - 39 weeks"	"06"	25282
	"Arkansas"	"05"	"2020"	"2020"	"40 weeks"	"07"	4904
	"Arkansas"	"05"	"2020"	"2020"	"41 weeks"	"08"	835
	"Arkansas"	"05"	"2020"	"2020"	"42 weeks or more"	"09"	62
	"Arkansas"	"05"	"2020"	"2020"	"Unknown or Not Stated"	"10"	26
	"Arkansas"	"05"	"2021"	"2021"	"Under 20 weeks"	"01"	19
	"Arkansas"	"05"	"2021"	"2021"	"20 - 27 weeks"	"02"	263
	"Arkansas"	"05"	"2021"	"2021"	"28 - 31 weeks"	"03"	422
	"Arkansas"	"05"	"2021"	"2021"	"32 - 35 weeks"	"04"	1910
	"Arkansas"	"05"	"2021"	"2021"	"36 weeks"	"05"	1714
	"Arkansas"	"05"	"2021"	"2021"	"37 - 39 weeks"	"06"	25787
	"Arkansas"	"05"	"2021"	"2021"	"40 weeks"	"07"	4907
	"Arkansas"	"05"	"2021"	"2021"	"41 weeks"	"08"	864
	"Arkansas"	"05"	"2021"	"2021"	"42 weeks or more"	"09"	54
	"Arkansas"	"05"	"2021"	"2021"	"Unknown or Not Stated"	"10"	25
	"Arkansas"	"05"	"2022"	"2022"	"Under 20 weeks"	"01"	19
	"Arkansas"	"05"	"2022"	"2022"	"20 - 27 weeks"	"02"	242
	"Arkansas"	"05"	"2022"	"2022"	"28 - 31 weeks"	"03"	365
	"Arkansas"	"05"	"2022"	"2022"	"32 - 35 weeks"	"04"	1831
	"Arkansas"	"05"	"2022"	"2022"	"36 weeks"	"05"	1717
	"Arkansas"	"05"	"2022"	"2022"	"37 - 39 weeks"	"06"	25503
	"Arkansas"	"05"	"2022"	"2022"	"40 weeks"	"07"	4842
	"Arkansas"	"05"	"2022"	"2022"	"41 weeks"	"08"	876
	"Arkansas"	"05"	"2022"	"2022"	"42 weeks or more"	"09"	49
	"Arkansas"	"05"	"2022"	"2022"	"Unknown or Not Stated"	"10"	27
	"Arkansas"	"05"	"2023"	"2023"	"Under 20 weeks"	"01"	18
	"Arkansas"	"05"	"2023"	"2023"	"20 - 27 weeks"	"02"	283
	"Arkansas"	"05"	"2023"	"2023"	"28 - 31 weeks"	"03"	340
	"Arkansas"	"05"	"2023"	"2023"	"32 - 35 weeks"	"04"	1841
	"Arkansas"	"05"	"2023"	"2023"	"36 weeks"	"05"	1777
	"Arkansas"	"05"	"2023"	"2023"	"37 - 39 weeks"	"06"	25372
	"Arkansas"	"05"	"2023"	"2023"	"40 weeks"	"07"	4699
	"Arkansas"	"05"	"2023"	"2023"	"41 weeks"	"08"	846
	"Arkansas"	"05"	"2023"	"2023"	"42 weeks or more"	"09"	55
	"Arkansas"	"05"	"2023"	"2023"	"Unknown or Not Stated"	"10"	33
	"California"	"06"	"2010"	"2010"	"Under 20 weeks"	"01"	111
	"California"	"06"	"2010"	"2010"	"20 - 27 weeks"	"02"	2673
	"California"	"06"	"2010"	"2010"	"28 - 31 weeks"	"03"	3828
	"California"	"06"	"2010"	"2010"	"32 - 35 weeks"	"04"	19433
	"California"	"06"	"2010"	"2010"	"36 weeks"	"05"	17534
	"California"	"06"	"2010"	"2010"	"37 - 39 weeks"	"06"	304381
	"California"	"06"	"2010"	"2010"	"40 weeks"	"07"	122422
	"California"	"06"	"2010"	"2010"	"41 weeks"	"08"	35686
	"California"	"06"	"2010"	"2010"	"42 weeks or more"	"09"	2934
	"California"	"06"	"2010"	"2010"	"Unknown or Not Stated"	"10"	1196
	"California"	"06"	"2011"	"2011"	"Under 20 weeks"	"01"	78
	"California"	"06"	"2011"	"2011"	"20 - 27 weeks"	"02"	2593
	"California"	"06"	"2011"	"2011"	"28 - 31 weeks"	"03"	3894
	"California"	"06"	"2011"	"2011"	"32 - 35 weeks"	"04"	19099
	"California"	"06"	"2011"	"2011"	"36 weeks"	"05"	16970
	"California"	"06"	"2011"	"2011"	"37 - 39 weeks"	"06"	301519
	"California"	"06"	"2011"	"2011"	"40 weeks"	"07"	118645
	"California"	"06"	"2011"	"2011"	"41 weeks"	"08"	35496
	"California"	"06"	"2011"	"2011"	"42 weeks or more"	"09"	2726
	"California"	"06"	"2011"	"2011"	"Unknown or Not Stated"	"10"	1100
	"California"	"06"	"2012"	"2012"	"Under 20 weeks"	"01"	90
	"California"	"06"	"2012"	"2012"	"20 - 27 weeks"	"02"	2553
	"California"	"06"	"2012"	"2012"	"28 - 31 weeks"	"03"	3900
	"California"	"06"	"2012"	"2012"	"32 - 35 weeks"	"04"	18915
	"California"	"06"	"2012"	"2012"	"36 weeks"	"05"	16981
	"California"	"06"	"2012"	"2012"	"37 - 39 weeks"	"06"	304652
	"California"	"06"	"2012"	"2012"	"40 weeks"	"07"	118145
	"California"	"06"	"2012"	"2012"	"41 weeks"	"08"	34951
	"California"	"06"	"2012"	"2012"	"42 weeks or more"	"09"	2517
	"California"	"06"	"2012"	"2012"	"Unknown or Not Stated"	"10"	1051
	"California"	"06"	"2013"	"2013"	"Under 20 weeks"	"01"	107
	"California"	"06"	"2013"	"2013"	"20 - 27 weeks"	"02"	2710
	"California"	"06"	"2013"	"2013"	"28 - 31 weeks"	"03"	3679
	"California"	"06"	"2013"	"2013"	"32 - 35 weeks"	"04"	18725
	"California"	"06"	"2013"	"2013"	"36 weeks"	"05"	16368
	"California"	"06"	"2013"	"2013"	"37 - 39 weeks"	"06"	298880
	"California"	"06"	"2013"	"2013"	"40 weeks"	"07"	115057
	"California"	"06"	"2013"	"2013"	"41 weeks"	"08"	35828
	"California"	"06"	"2013"	"2013"	"42 weeks or more"	"09"	2546
	"California"	"06"	"2013"	"2013"	"Unknown or Not Stated"	"10"	805
	"California"	"06"	"2014"	"2014"	"Under 20 weeks"	"01"	92
	"California"	"06"	"2014"	"2014"	"20 - 27 weeks"	"02"	2645
	"California"	"06"	"2014"	"2014"	"28 - 31 weeks"	"03"	3855
	"California"	"06"	"2014"	"2014"	"32 - 35 weeks"	"04"	18703
	"California"	"06"	"2014"	"2014"	"36 weeks"	"05"	16299
	"California"	"06"	"2014"	"2014"	"37 - 39 weeks"	"06"	305140
	"California"	"06"	"2014"	"2014"	"40 weeks"	"07"	116306
	"California"	"06"	"2014"	"2014"	"41 weeks"	"08"	36729
	"California"	"06"	"2014"	"2014"	"42 weeks or more"	"09"	2416
	"California"	"06"	"2014"	"2014"	"Unknown or Not Stated"	"10"	694
	"California"	"06"	"2015"	"2015"	"Under 20 weeks"	"01"	104
	"California"	"06"	"2015"	"2015"	"20 - 27 weeks"	"02"	2493
	"California"	"06"	"2015"	"2015"	"28 - 31 weeks"	"03"	3789
	"California"	"06"	"2015"	"2015"	"32 - 35 weeks"	"04"	18825
	"California"	"06"	"2015"	"2015"	"36 weeks"	"05"	16389
	"California"	"06"	"2015"	"2015"	"37 - 39 weeks"	"06"	297611
	"California"	"06"	"2015"	"2015"	"40 weeks"	"07"	113653
	"California"	"06"	"2015"	"2015"	"41 weeks"	"08"	36237
	"California"	"06"	"2015"	"2015"	"42 weeks or more"	"09"	2116
	"California"	"06"	"2015"	"2015"	"Unknown or Not Stated"	"10"	531
	"California"	"06"	"2016"	"2016"	"Under 20 weeks"	"01"	73
	"California"	"06"	"2016"	"2016"	"20 - 27 weeks"	"02"	2405
	"California"	"06"	"2016"	"2016"	"28 - 31 weeks"	"03"	3725
	"California"	"06"	"2016"	"2016"	"32 - 35 weeks"	"04"	19064
	"California"	"06"	"2016"	"2016"	"36 weeks"	"05"	16807
	"California"	"06"	"2016"	"2016"	"37 - 39 weeks"	"06"	297339
	"California"	"06"	"2016"	"2016"	"40 weeks"	"07"	111602
	"California"	"06"	"2016"	"2016"	"41 weeks"	"08"	35499
	"California"	"06"	"2016"	"2016"	"42 weeks or more"	"09"	1881
	"California"	"06"	"2016"	"2016"	"Unknown or Not Stated"	"10"	432
	"California"	"06"	"2017"	"2017"	"Under 20 weeks"	"01"	90
	"California"	"06"	"2017"	"2017"	"20 - 27 weeks"	"02"	2308
	"California"	"06"	"2017"	"2017"	"28 - 31 weeks"	"03"	3601
	"California"	"06"	"2017"	"2017"	"32 - 35 weeks"	"04"	18172
	"California"	"06"	"2017"	"2017"	"36 weeks"	"05"	16736
	"California"	"06"	"2017"	"2017"	"37 - 39 weeks"	"06"	287098
	"California"	"06"	"2017"	"2017"	"40 weeks"	"07"	106574
	"California"	"06"	"2017"	"2017"	"41 weeks"	"08"	35042
	"California"	"06"	"2017"	"2017"	"42 weeks or more"	"09"	1716
	"California"	"06"	"2017"	"2017"	"Unknown or Not Stated"	"10"	321
	"California"	"06"	"2018"	"2018"	"Under 20 weeks"	"01"	80
